"text";"favorited";"favoriteCount";"replyToSN";"created";"truncated";"replyToSID";"id";"replyToUID";"statusSource";"screenName";"retweetCount";"isRetweet";"retweeted";"longitude";"latitude";"lastname"
"@DziadekWaldemar @katarynaaa Dziekuje. Nie pomyslalbym nawet by Rodziców do czegokolwiek namawiac... Mama to Mama. A podpis to nie glos.";FALSE;72;DziadekWaldemar;2015-03-31 21:07:36;FALSE;583007321569230848;583012795559645184;196205299;<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>;AndrzejDuda;46;FALSE;FALSE;NA;NA;"Duda"
"@marek1q @AndrzejDuda2015 To ja dziekuje, ze byliscie:-)";FALSE;0;marek1q;2015-03-31 18:59:16;FALSE;582960187977388032;582980496709292032;851608453;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;AndrzejDuda;1;FALSE;FALSE;NA;NA;"Duda"
"@ISzafranska ;-)";FALSE;5;ISzafranska;2015-03-31 18:46:47;FALSE;582961178827218944;582977355280445440;158809114;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;AndrzejDuda;1;FALSE;FALSE;NA;NA;"Duda"
"@AleksandraDyjak Dziekuje:-)";FALSE;8;AleksandraDyjak;2015-03-31 18:42:37;FALSE;582939308274761728;582976306444414976;861670910;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;AndrzejDuda;1;FALSE;FALSE;NA;NA;"Duda"
"@ISzafranska O rany, prosze nie ujawniac publicznie takich informacji! ;-)))";FALSE;24;ISzafranska;2015-03-31 17:40:52;FALSE;582950918909497344;582960766028005376;158809114;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;AndrzejDuda;4;FALSE;FALSE;NA;NA;"Duda"
"@KasiaRodzik1 :-)";FALSE;0;KasiaRodzik1;2015-03-31 14:04:54;FALSE;582901127928242176;582906415657947136;1205826493;<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>;AndrzejDuda;0;FALSE;FALSE;NA;NA;"Duda"
"@KWyszkowski Twarze w tle. Ktos tu wkleil BK?";FALSE;16;KWyszkowski;2015-03-30 22:49:13;FALSE;582668672302489601;582675976573829120;320616717;<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>;AndrzejDuda;1;FALSE;FALSE;NA;NA;"Duda"
"Relacja z dzisiejszej wizyty w Opolu. http://t.co/PZQ52OmPri";FALSE;16;NA;2015-03-31 15:29:38;FALSE;NA;582927742305460224;NA;<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>;ogorekmagda;9;FALSE;FALSE;NA;NA;"Og?rek"
"Z prof. Nicieja na Uniwersytecie Opolskim. http://t.co/a8kSf7I8ah";FALSE;18;NA;2015-03-31 14:21:49;FALSE;NA;582910675896418304;NA;<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>;ogorekmagda;7;FALSE;FALSE;NA;NA;"Og?rek"
"To mój jedyny komentarz do 6 miesiecy rzadów PEK #palikot2015 https://t.co/AqyAcRg6Zt http://t.co/26HNN599Pj";FALSE;14;NA;2015-03-31 13:58:15;FALSE;NA;582904742046752768;NA;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;Palikot_Janusz;1;FALSE;FALSE;NA;NA;"Palikot"
"LIVE on #Periscope: Palikot live Olsztyn https://t.co/q8Wvsm34p6";FALSE;2;NA;2015-03-31 13:13:48;FALSE;NA;582893557570265089;NA;<a href="http://www.apple.com" rel="nofollow">iOS</a>;Palikot_Janusz;1;FALSE;FALSE;NA;NA;"Palikot"
"Za 5 minut live na periscope konferencja prasowa w Olsztynie #palikot2015 /sztab http://t.co/bEfojm2m4u";FALSE;3;NA;2015-03-31 13:12:02;FALSE;NA;582893114408497153;NA;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;Palikot_Janusz;0;FALSE;FALSE;NA;NA;"Palikot"
"Podsumowanie rzadów Ewy Kopacz i prezentacja nowego spotu prezydenckiego Janusza Palikota o 15:15 w Olsztynie.  #palikot2015 /sztab";FALSE;8;NA;2015-03-31 11:46:01;FALSE;NA;582871464669503488;NA;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;Palikot_Janusz;1;FALSE;FALSE;NA;NA;"Palikot"
"Polska armia niestety przypomina bardziej wystawe w muzeum,dlatego naiwnym jest myslenie ze nas obroni.Tylko gospodarka moze zapewnic pokój!";FALSE;6;NA;2015-03-31 10:39:20;FALSE;NA;582854686346199040;NA;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;Palikot_Janusz;3;FALSE;FALSE;NA;NA;"Palikot"
"LIVE on #Periscope: Nigdy wiecej wojny #palikot2015  https://t.co/rv12h7LpzJ";FALSE;3;NA;2015-03-31 10:24:10;FALSE;NA;582850869173047296;NA;<a href="http://www.apple.com" rel="nofollow">iOS</a>;Palikot_Janusz;2;FALSE;FALSE;NA;NA;"Palikot"
"Za chwile briefing Janusza Palikota  Nigdy wiecej wojny  w Mragowie. Równiez live na Periscope #palikot2015 /sztab http://t.co/ZbmZ2GxpJt";FALSE;4;NA;2015-03-31 10:19:27;FALSE;NA;582849680670748672;NA;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;Palikot_Janusz;3;FALSE;FALSE;NA;NA;"Palikot"
"Dojezdzamy do Mragowa, a teraz jeszcze kilka zdjec z Piszu #palikot2015 /sztab http://t.co/JwtLDFyd9K";FALSE;4;NA;2015-03-31 09:56:52;FALSE;NA;582843997598687233;NA;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;Palikot_Janusz;0;FALSE;FALSE;NA;NA;"Palikot"
"@magdalenagwozdz @mkabacinski dzis";FALSE;1;magdalenagwozdz;2015-03-31 09:21:19;FALSE;582831792392110080;582835053014749184;361082767;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;Palikot_Janusz;0;FALSE;FALSE;NA;NA;"Palikot"
"Targ w Piszu #palikot2015 /sztab http://t.co/KKMcFkv1ph";FALSE;1;NA;2015-03-31 08:10:48;FALSE;NA;582817306172112896;NA;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;Palikot_Janusz;1;FALSE;FALSE;NA;NA;"Palikot"
"LIVE on #Periscope https://t.co/VtWHsg3Q0F";FALSE;2;NA;2015-03-31 07:59:14;FALSE;NA;582814395899711488;NA;<a href="http://www.apple.com" rel="nofollow">iOS</a>;Palikot_Janusz;1;FALSE;FALSE;NA;NA;"Palikot"
"Za 3 minuty Palikot live w Piszu #palikot2015 #Periscope";FALSE;2;NA;2015-03-31 07:57:55;FALSE;NA;582814064763641856;NA;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;Palikot_Janusz;2;FALSE;FALSE;NA;NA;"Palikot"
"Dzis o 15:15 w Olsztynie premiera spotu z lodówka! Live na periscope #palikot2015 sztab http://t.co/nS3Nj7VjH8";FALSE;3;NA;2015-03-31 06:52:25;FALSE;NA;582797581228601344;NA;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;Palikot_Janusz;2;FALSE;FALSE;NA;NA;"Palikot"
"Sondaz PPW #palikot2015  /sztab http://t.co/zVRZtc48EO";FALSE;9;NA;2015-03-31 06:34:56;FALSE;NA;582793181475037184;NA;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;Palikot_Janusz;5;FALSE;FALSE;NA;NA;"Palikot"
