"text";"favorited";"favoriteCount";"replyToSN";"created";"truncated";"replyToSID";"id";"replyToUID";"statusSource";"screenName";"retweetCount";"isRetweet";"retweeted";"longitude";"latitude";"lastname"
"Swiateczne zyczenia od Prezydenta Komorowskiego :) http://t.co/bu3BqygxTf";FALSE;29;NA;2015-04-04 12:10:09;FALSE;NA;584327092411600896;NA;<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>;Komorowski;9;FALSE;FALSE;NA;NA;"Komorowski"
"https://t.co/ak5iVypMUD Dzisiaj specjalny odcinek videobloga - wielkanocny :)";FALSE;8;NA;2015-04-04 08:45:08;FALSE;NA;584275497145667584;NA;<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>;Komorowski;4;FALSE;FALSE;NA;NA;"Komorowski"
"@DziadekWaldemar @turwie2 @katarynaaa Tez Pana pozdrawiam serdecznie i zycze spokojnych Swiat.";FALSE;4;DziadekWaldemar;2015-04-04 13:53:41;FALSE;584352530970365952;584353147168108545;196205299;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;AndrzejDuda;1;FALSE;FALSE;NA;NA;"Duda"
"@turwie2 @DziadekWaldemar @katarynaaa Przeprosiny byly w mediach i na TT. Proponuje wiecej uwagi i empatii w Swieta. Pozdrawiam:-)";FALSE;2;turwie2;2015-04-04 13:46:48;FALSE;584350227747971072;584351412060028928;2864078765;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;AndrzejDuda;1;FALSE;FALSE;NA;NA;"Duda"
"@Lemingowa Nie przeszkadza mi to, a mam nadzieje, ze zyczenia spokojnych i radosnych dni chetnie przyjma. Pozdrawiam:-)";FALSE;1;Lemingowa;2015-04-04 12:56:54;FALSE;584332853095309312;584338855861608448;1031234058;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;AndrzejDuda;0;FALSE;FALSE;NA;NA;"Duda"
"I gotowe. Najserdeczniejsze zyczenia spokojnych i radosnych Swiat Wielkiej Nocy dla Wszystkich na TT :-) http://t.co/tc0bAZZJyn";FALSE;234;NA;2015-04-04 10:23:50;FALSE;NA;584300335847628800;NA;<a href="http://www.apple.com" rel="nofollow">iOS</a>;AndrzejDuda;69;FALSE;FALSE;NA;NA;"Duda"
"Radosnych Swiat Wielkanocnych, rodzinnych i cieplych. Swiat, które przyniosa dobro i nadzieje. http://t.co/L20VCP0hnh";FALSE;36;NA;2015-04-04 18:16:04;FALSE;NA;584419176388911104;NA;<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>;ogorekmagda;8;FALSE;FALSE;NA;NA;"Og?rek"
"Jak zmienic prawo i dlaczego? http://t.co/mhsTPRUIsP";FALSE;16;NA;2015-04-04 06:29:15;FALSE;NA;584241303103393793;NA;<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>;ogorekmagda;9;FALSE;FALSE;NA;NA;"Og?rek"
"Duzo wiosennego optymizmu, czasu z rodzina, odpoczynku i energii do pozytywnych zmian w maju! Zycze razem z rodzina. http://t.co/9sf706kAKv";FALSE;57;NA;2015-04-04 08:01:28;FALSE;NA;584264508694224896;NA;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;Palikot_Janusz;9;FALSE;FALSE;NA;NA;"Palikot"
"NaTemat - Zyczenia  http://t.co/PdO68cbCRq http://t.co/dlod6KbLmO";FALSE;21;NA;2015-04-04 05:57:53;FALSE;NA;584233407846154240;NA;<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>;Palikot_Janusz;4;FALSE;FALSE;NA;NA;"Palikot"
"Piekny swiateczny czas. 8 lat temu, dokladnie w Wielka Sobote przyszedl na swiat nasz syn Damian. Wesolych Swiat! http://t.co/eZ6rk0YTuy";FALSE;5;NA;2015-04-04 10:14:44;FALSE;NA;584298046911074304;NA;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;JarubasAdam;1;FALSE;FALSE;NA;NA;"Jarubas"
"Kukiz raz.. Kukiz dwa.. Kukiz trzy! W tym czuje sie zdecydowanie lepiej! :) http://t.co/lfIu2g8xD3";FALSE;54;NA;2015-04-04 17:50:07;FALSE;NA;584412648583888896;NA;<a href="http://tapbots.com/software/tweetbot/mac" rel="nofollow">Tweetbot for Mac</a>;PrezydentKukiz;10;FALSE;FALSE;NA;NA;"Kukiz"
"Dobra! Dzieki Wam @PHalaczkiewicz zgodzil sie, ze poprzednia propozycja byla zbyt „Soprano”… Pokaze Wam mój wybór…";FALSE;8;NA;2015-04-04 17:49:48;FALSE;NA;584412566497132544;NA;<a href="http://tapbots.com/software/tweetbot/mac" rel="nofollow">Tweetbot for Mac</a>;PrezydentKukiz;2;FALSE;FALSE;NA;NA;"Kukiz"
"@TheJanValjean Byle nie ugotowanym na twardo ;)";FALSE;0;TheJanValjean;2015-04-04 12:33:38;FALSE;584325540989030400;584333001812742145;866075480;<a href="http://tapbots.com/tweetbot" rel="nofollow">Tweetbot for i<U+039F>S</a>;PrezydentKukiz;0;FALSE;FALSE;NA;NA;"Kukiz"
"Za jakies pól godziny wrzuce http://t.co/VyoWA1UjPx plan wizyty na wyspach.";FALSE;2;NA;2015-04-04 11:07:56;FALSE;NA;584311433988542464;NA;<a href="http://tapbots.com/tweetbot" rel="nofollow">Tweetbot for i<U+039F>S</a>;PrezydentKukiz;0;FALSE;FALSE;NA;NA;"Kukiz"
"Z okazji Swiat Wielkiej Nocy zycze Wam wszystkim… #WesolychSwiat http://t.co/Zt4Ff2B1fX";FALSE;24;NA;2015-04-04 09:09:18;FALSE;NA;584281577988972544;NA;<a href="http://tapbots.com/software/tweetbot/mac" rel="nofollow">Tweetbot for Mac</a>;PrezydentKukiz;9;FALSE;FALSE;NA;NA;"Kukiz"
