"date";"portal";"title";"position";"link"
2015-04-09;http://www.tvp.info/;Prezydent: Polska nie uchylalaby sie od udzialu w operacji pokojowej na Ukrainie;2;http://www.tvp.info.pl/19578890/prezydent-polska-nie-uchylalaby-sie-od-udzialu-w-operacji-pokojowej-na-ukrainie
2015-04-09;http://www.wp.pl;Tragiczna smierc 25-letniego aktora. Andrzej Nardelli nie mial najmniejszych szans;3;http://film.wp.pl/idGallery,15980,idPhoto,421801,title,Andrzej-Nardelli-Jego-monolog-okazal-sie-proroczy,galeria.html
2015-04-09;http://www.wp.pl;5-latka namieszala w swiecie mody. To pierwsza taka kampania;3;http://dzieci.pl/kat,1033939,title,5-letnia-Pakistanka-w-kampanii-Burberry,wid,17430333,wiadomosc.html
2015-04-09;http://www.wprost.pl/;Kłopotek: Związki Komorowskiego z WSI musiały istnieć;1;http://www.wprost.pl/ar/501115/Klopotek-Zwiazki-Komorowskiego-z-WSI-musialy-istniec/
2015-04-09;http://www.wprost.pl/;Kłopotek, Kurski i Tyszkiewicz o matce Dudy. "Czepianie się matki, że pomaga dziecku, jest niskie";1;http://www.wprost.pl/ar/500952/Klopotek-Kurski-i-Tyszkiewicz-o-matce-Dudy-Czepianie-sie-matki-ze-pomaga-dziecku-jest-niskie/
2015-04-09;http://www.tvn24.pl/;ByÅ<U+0082> bezkompromisowy . LeszczyÅ<U+0084>skiego Å¼egnajÄ<U+0085> Owsiak, Palikot, Lizut i Terlikowski;3;/wiadomosci-z-kraju,3/byl-bezkompromisowy-leszczynskiego-zegnaja-owsiak-palikot-lizut-i-terlikowski,529740.html
2015-04-09;http://www.tvn24.pl/;CÃ³rka zablokowaÅ<U+0082>a ojca. Le Pen nie wystartuje   w wyborach;3;http://www.tvn24.pl/jean-marie-le-pen-nie-wystartuje-w-wyborach,531477,s.html
2015-04-09;http://www.tvn24.pl/;Posiedzenie podkomisji ws. SKOK-Ã³w znÃ³w bez Andrzeja Dudy;2;http://www.tvn24.pl/wiadomosci-z-kraju,3/posiedzenie-podkomisji-ws-skok-ow-znow-bez-andrzeja-dudy,531682.html
2015-04-09;http://www.tvn24.pl/;CÃ³rka zablokowaÅ<U+0082>a ojca. Le Pen nie wystartuje   w wyborach;2;http://www.tvn24.pl/corka-zablokowala-ojca-le-pen-nie-wystartuje-w-wyborach,531477,s.html
2015-04-09;http://www.tvn24.pl/;ByÅ<U+0082> bezkompromisowy . LeszczyÅ<U+0084>skiego Å¼egnajÄ<U+0085> Owsiak, Palikot, Lizut i Terlikowski;1;http://www.tvn24.pl/wiadomosci-z-kraju,3/byl-bezkompromisowy-leszczynskiego-zegnaja-owsiak-palikot-lizut-i-terlikowski,529740.html
