"date";"portal";"title";"position";"link"
2015-04-07;http://www.tvp.info/;Tylko u nas   Prezydenta mozna oblac, ale tylko rano. „Nie ma osób nietykalnych w lany poniedzialek”;2;http://www.tvp.info.pl/19555519/prezydenta-mozna-oblac-ale-tylko-rano-nie-ma-osob-nietykalnych-w-lany-poniedzialek
2015-04-07;http://www.wp.pl;wazneZmiana na Ukrainie? Prezydent o referendum;2;http://wiadomosci.wp.pl/kat,1356,title,Ukraincy-zdecyduja-o-strukturze-swojego-panstwa-Poroszenko-nie-wyklucza-referendum,wid,17426115,wiadomosc.html
2015-04-07;http://www.wp.pl;4 godz.Wazne zmiany w glosowaniu na prezydenta Polski;2;http://wiadomosci.wp.pl/kat,1342,title,Wybory-prezydenckie-wszyscy-wyborcy-moga-glosowac-korespondencyjnie,wid,17425979,wiadomosc.html
2015-04-07;http://www.wprost.pl/;Rosyjska telewizja: Komorowski zapomniał co Polakom zrobili naziści;3;http://www.wprost.pl/ar/501429/Rosyjska-telewizja-Komorowski-zapomnial-co-Polakom-zrobili-nazisci/
2015-04-07;http://www.wprost.pl/;Kłopotek: Związki Komorowskiego z WSI musiały istnieć;1;http://www.wprost.pl/ar/501115/Klopotek-Zwiazki-Komorowskiego-z-WSI-musialy-istniec/
2015-04-07;http://www.wprost.pl/;Kłopotek, Kurski i Tyszkiewicz o matce Dudy. "Czepianie się matki, że pomaga dziecku, jest niskie";1;http://www.wprost.pl/ar/500952/Klopotek-Kurski-i-Tyszkiewicz-o-matce-Dudy-Czepianie-sie-matki-ze-pomaga-dziecku-jest-niskie/
2015-04-07;http://www.newsweek.pl/;Prezydent USA musi sie modlic;3;http://swiat.newsweek.pl/w-amerykanskim-newsweeku-prezydent-usa-musi-sie-modlic,artykuly,360545,1.html
2015-04-07;http://www.newsweek.pl/;Poroszenko,nie,wyklucza,referendum,ws,struktury,Ukrainy,Prezydent,Ukrainy,Petro,Poroszenko,nie,wykluczyl,przeprowadzenia,referendum,ws,struktury,panstwa,informuje,w,poniedzialek,agencja,Interfax,Ukraina;1;http://swiat.newsweek.pl/petro-poroszenko-nie-wyklucza-referendum-ws-struktury-ukrainy,artykuly,360542,1.html
2015-04-07;http://www.newsweek.pl/;Spór,o,nazwiska,lesbijek,Homoseksualisci,demaskuja,kolejna,luke,w,polskim,prawie;1;http://www.newsweek.pl/homoseksualisci-nie-moga-zmienic-nazwiska,artykuly,360334,1,z.html
2015-04-07;http://www.tvn24.pl/;To jedna z najbardziej   nieciekawych kampanii wyborczych;3;http://www.tvn24.pl/kampania-prezydencka-oceny-ekspertow,531020,s.html
2015-04-07;http://www.tvn24.pl/;Odtwórz:  To jedna z najbardziej   nieciekawych kampanii wyborczych;3;http://www.tvn24.pl/kampania-prezydencka-oceny-ekspertow,531020,s.html#autoplay
2015-04-07;http://www.tvn24.pl/;To jedna z najbardziej nieciekawych kampanii wyborczych;2;http://www.tvn24.pl/wiadomosci-z-kraju,3/to-jedna-z-najbardziej-nieciekawych-kampanii-wyborczych,531020.html
2015-04-07;http://www.tvn24.pl/;To jedna z najbardziej   nieciekawych kampanii wyborczych;2;http://www.tvn24.pl/to-jedna-z-najbardziej-nieciekawych-kampanii-wyborczych,531020,s.html
2015-04-07;http://www.tvn24.pl/;To jedna z najbardziej   nieciekawych kampanii wyborczych;1;http://www.tvn24.pl/kampania-prezydencka-oceny-ekspertow,531020,s.html
2015-04-07;http://www.tvn24.pl/;Odtwórz:  To jedna z najbardziej   nieciekawych kampanii wyborczych;1;http://www.tvn24.pl/kampania-prezydencka-oceny-ekspertow,531020,s.html#autoplay
2015-04-07;http://natemat.pl/;Najtrudniejszy tydzien w kampanii Dudy: in vitro w Sejmie, konwencja antyprzemocowa u Komorowskiego;3;http://natemat.pl/138873,zaczyna-sie-najtrudniejszy-tydzien-w-kampanii-andrzeja-dudy-in-vitro-w-sejmie-konwencja-antyprzemocowa-u-komorowskiego
2015-04-07;http://natemat.pl/;Rosjanie gania Komorowskiego za slowa o Katyniu.  Zapomnial o zbrodniach nazistów;2;http://natemat.pl/138875,rosjanie-gania-komorowskiego-za-slowa-o-katyniu-zapomnial-albo-nie-chce-pamietac-nazistowskich-zbrodni
2015-04-07;http://natemat.pl/;Tadeusz Cymanski: Nie ma lepszych i gorszych kandydatów na urzad prezydenta;1;http://natemat.pl/138833,cymanski-nie-ma-lepszych-i-gorszych-kandydatow-na-prezydenta-dzis-wszyscy-z-nich-sa-rowni
2015-04-07;http://www.gazeta.pl;Jest nowy spot kandydata Dudy. Powołuje się na współpracę z prof. Religą i gani obecny system zdrowia;3;http://wiadomosci.gazeta.pl/wiadomosci/1,143907,17712437,Wybory_prezydenckie_2015__Nowy_spot_Dudy_o_sluzbie.html#Czolka3Img
2015-04-07;http://www.gazeta.pl;Rosyjska telewizja ostro o prezydencie Polski.  Komorowski zapomniał, co naziści zrobili Polakom;2;http://wiadomosci.gazeta.pl/wiadomosci/1,114871,17711558,Rosyjska_telewizja_ostro_o_prezydencie_Polski___Komorowski.html#BoxNewsImg
2015-04-07;http://www.dziennik.pl;Niedpuszczalne słowa . Rosyjska TV krytykuje Komorowskiego;2;http://wiadomosci.dziennik.pl/swiat/artykuly/487181,rosyjska-telewizja-komorowski-zapomnial-co-polakom-zrobili-nazisci.html
2015-04-07;http://wyborcza.pl/0,0.html?piano_d=1;Nowy spot wyborczy Dudy.  Szpitale zamienili w przedsiębiorstwa, pacjenci to pozycje w bilansie;2;http://wyborcza.pl/1,75478,17712543,Nowy_spot_wyborczy_Dudy___Szpitale_zamienili_w_przedsiebiorstwa_.html
2015-04-07;http://www.tvp.info/;Tylko u nas   Prezydenta mozna oblac, ale tylko rano. „Nie ma osób nietykalnych w lany poniedzialek”;2;http://www.tvp.info.pl/19555519/prezydenta-mozna-oblac-ale-tylko-rano-nie-ma-osob-nietykalnych-w-lany-poniedzialek
2015-04-07;http://www.wp.pl;wazneZmiana na Ukrainie? Prezydent o referendum;2;http://wiadomosci.wp.pl/kat,1356,title,Ukraincy-zdecyduja-o-strukturze-swojego-panstwa-Poroszenko-nie-wyklucza-referendum,wid,17426115,wiadomosc.html
2015-04-07;http://www.wp.pl;wazneWazne zmiany w glosowaniu na prezydenta Polski;2;http://wiadomosci.wp.pl/kat,1342,title,Wybory-prezydenckie-wszyscy-wyborcy-moga-glosowac-korespondencyjnie,wid,17425979,wiadomosc.html
2015-04-07;http://www.wprost.pl/;Rosyjska telewizja: Komorowski zapomniał co Polakom zrobili naziści;3;http://www.wprost.pl/ar/501429/Rosyjska-telewizja-Komorowski-zapomnial-co-Polakom-zrobili-nazisci/
2015-04-07;http://www.wprost.pl/;Kłopotek: Związki Komorowskiego z WSI musiały istnieć;1;http://www.wprost.pl/ar/501115/Klopotek-Zwiazki-Komorowskiego-z-WSI-musialy-istniec/
2015-04-07;http://www.wprost.pl/;Kłopotek, Kurski i Tyszkiewicz o matce Dudy. "Czepianie się matki, że pomaga dziecku, jest niskie";1;http://www.wprost.pl/ar/500952/Klopotek-Kurski-i-Tyszkiewicz-o-matce-Dudy-Czepianie-sie-matki-ze-pomaga-dziecku-jest-niskie/
2015-04-07;http://www.onet.pl/;Zobacz majatki kandydatów na prezydenta!;2;http://wiadomosci.onet.pl/kraj/majatki-kandydatow-na-urzad-prezydenta-rp/1lv809
2015-04-07;http://www.newsweek.pl/;Prezydent USA musi sie modlic;3;http://swiat.newsweek.pl/w-amerykanskim-newsweeku-prezydent-usa-musi-sie-modlic,artykuly,360545,1.html
2015-04-07;http://www.newsweek.pl/;Poroszenko,nie,wyklucza,referendum,ws,struktury,Ukrainy,Prezydent,Ukrainy,Petro,Poroszenko,nie,wykluczyl,przeprowadzenia,referendum,ws,struktury,panstwa,informuje,w,poniedzialek,agencja,Interfax,Ukraina;1;http://swiat.newsweek.pl/petro-poroszenko-nie-wyklucza-referendum-ws-struktury-ukrainy,artykuly,360542,1.html
2015-04-07;http://www.newsweek.pl/;Spór,o,nazwiska,lesbijek,Homoseksualisci,demaskuja,kolejna,luke,w,polskim,prawie;1;http://www.newsweek.pl/homoseksualisci-nie-moga-zmienic-nazwiska,artykuly,360334,1,z.html
2015-04-07;http://www.tvn24.pl/;To jedna z najbardziej   nieciekawych kampanii wyborczych;3;http://www.tvn24.pl/kampania-prezydencka-oceny-ekspertow,531020,s.html
2015-04-07;http://www.tvn24.pl/;Odtwórz:  To jedna z najbardziej   nieciekawych kampanii wyborczych;3;http://www.tvn24.pl/kampania-prezydencka-oceny-ekspertow,531020,s.html#autoplay
2015-04-07;http://www.tvn24.pl/;To jedna z najbardziej nieciekawych kampanii wyborczych;2;http://www.tvn24.pl/wiadomosci-z-kraju,3/to-jedna-z-najbardziej-nieciekawych-kampanii-wyborczych,531020.html
2015-04-07;http://www.tvn24.pl/;To jedna z najbardziej   nieciekawych kampanii wyborczych;2;http://www.tvn24.pl/to-jedna-z-najbardziej-nieciekawych-kampanii-wyborczych,531020,s.html
