"date";"portal";"title";"position";"link"
2015-04-02;http://www.tvp.info/;Matka  Dudy szukala poparcia dla syna na uczelni. „Od milosci mamy nie ma nic silniejszego”;3;http://www.tvp.info/19491252/matka-andrzeja-dudy-zbierala-podpisy-poparcia-dla-syna-na-uczelni-nie-ma-nic-silniejszego-od-milosci-mamy
2015-04-02;http://www.wp.pl;wazneMatka Dudy zbierala podpisy nielegalnie?;2;http://wiadomosci.wp.pl/gid,17395068,kat,1027139,title,Matka-Dudy-zbierala-podpisy-na-uczelni-wbrew-przepisom-Chciala-pomoc-synowi,wid,17413306,wiadomosc.html
2015-04-02;http://www.wprost.pl/;Pitera o nagraniu matki Dudy: To nie było z małpiej złośliwości;2;http://www.wprost.pl/ar/500980/Pitera-o-nagraniu-matki-Dudy-To-nie-bylo-z-malpiej-zlosliwosci/
2015-04-02;http://www.wprost.pl/;Dziennikarka na kawie z kandydatem na prezydenta?  Będzie pozew;2;http://www.wprost.pl/ar/500977/Dziennikarka-na-kawie-z-kandydatem-na-prezydenta-Bedzie-pozew/
2015-04-02;http://www.wprost.pl/;Matka Andrzeja Dudy upomniana przez uczelnię.  To działanie nieetyczne;2;http://www.wprost.pl/ar/500969/Matka-Andrzeja-Dudy-upomniana-przez-uczelnie-To-dzialanie-nieetyczne/
2015-04-02;http://www.onet.pl/;AGH dyscyplinuje matke Andrzeja Dudy za agitacje;2;http://wiadomosci.onet.pl/krakow/agh-dyscyplinuje-mame-andrzeja-dudy-za-zbieranie-podpisow/0sqym0
2015-04-02;http://www.onet.pl/;Primaaprilisowy zart kandydata na prezydenta;2;http://wiadomosci.onet.pl/kraj/duda-jak-obama-przeczytal-obrazliwe-tweety/hy3x1k
2015-04-02;http://www.newsweek.pl/;Nie zaglosuje na Ciebie sztuczniaku!  Duda czyta tweety na swój temat;4;http://polska.newsweek.pl/andrzej-duda-czyta-twittera-na-prima-aprillis-wideo,artykuly,360217,1.html
2015-04-02;http://www.newsweek.pl/;AGH upomina matke Dudy: Dzialala nieetycznie;2;http://polska.newsweek.pl/matka-dudy-upomniana-przez-uczelnie-dzialala-nieetycznie,artykuly,360251,1.html
2015-04-02;http://www.tvn24.pl/;Ruch Palikota chce legalizacji bimbru;3;/wiadomosci-z-kraju,3/ruch-palikota-chce-legalizacji-bimbru,192499.html
2015-04-02;http://www.tvn24.pl/;Nie zagÅ<U+0082>osujÄ<U+0099> na Ciebie sztuczniaku .   Duda czyta negatywne komentarze o sobie;3;http://www.tvn24.pl/andrzej-duda-czyta-komentarze-na-swoj-temat,529667,s.html
2015-04-02;http://www.tvn24.pl/;Odtwórz:  Nie zagÅ<U+0082>osujÄ<U+0099> na Ciebie sztuczniaku .   Duda czyta negatywne komentarze o sobie;3;http://www.tvn24.pl/andrzej-duda-czyta-komentarze-na-swoj-temat,529667,s.html#autoplay
2015-04-02;http://www.tvn24.pl/;AGH dyscyplinuje mamÄ<U+0099> Andrzeja Dudy   za zbieranie podpisÃ³w pod jego kandydaturÄ;3;http://www.tvn24.pl/matka-dudy-zbierala-na-uczelni-podpisy-poparcia-za-jego-kandydatura,529536,s.html
