"text";"favorited";"favoriteCount";"replyToSN";"created";"truncated";"replyToSID";"id";"replyToUID";"statusSource";"screenName";"retweetCount";"isRetweet";"retweeted";"longitude";"latitude";"lastname"
"@bartczar Ooo, Pan tez ma ladne zdjecie na profilu;-)))";FALSE;2;bartczar;2015-03-26 22:59:15;FALSE;581228297822040064;581228951038758912;1043041038;<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>;AndrzejDuda;1;FALSE;FALSE;NA;NA;"Duda"
"@Samueljrp Prowokator;-)";FALSE;10;Samueljrp;2015-03-26 22:56:36;FALSE;581228019739680768;581228285264269312;50294505;<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>;AndrzejDuda;0;FALSE;FALSE;NA;NA;"Duda"
"@MartiinEden Ok! Dzieki za wsparcie;-)";FALSE;2;MartiinEden;2015-03-26 22:53:58;FALSE;581227311976046592;581227622484566016;1019902159;<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>;AndrzejDuda;0;FALSE;FALSE;NA;NA;"Duda"
"@makowski_m @10murzynkow @BWicinski Mozna. Ma Pan ladne zdjecie Krakowa na profilu :-)";FALSE;2;makowski_m;2015-03-26 22:53:06;FALSE;581226574114095104;581227403546083329;485828885;<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>;AndrzejDuda;0;FALSE;FALSE;NA;NA;"Duda"
"@10murzynkow @BWicinski Ups... Juz sie zreflektowalem;-)";FALSE;15;10murzynkow;2015-03-26 22:46:38;FALSE;581225209937674240;581225778781822976;2393326171;<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>;AndrzejDuda;0;FALSE;FALSE;NA;NA;"Duda"
"@marcinfijolek @wroblewski_m  Andrzej z Krakowa ? ;-)";FALSE;25;marcinfijolek;2015-03-26 22:30:07;FALSE;581221313349619712;581221618560724993;377038817;<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>;AndrzejDuda;3;FALSE;FALSE;NA;NA;"Duda"
"@AleksandraDyjak :-)";FALSE;3;AleksandraDyjak;2015-03-26 22:28:12;FALSE;575710648044232704;581221138166124544;861670910;<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>;AndrzejDuda;0;FALSE;FALSE;NA;NA;"Duda"
"510 000 podpisów! Dziekuje za zaufanie! http://t.co/U7RzOJaF5V";FALSE;42;NA;2015-03-26 10:11:51;FALSE;NA;581035830254272513;NA;<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>;ogorekmagda;14;FALSE;FALSE;NA;NA;"Og?rek"
"Relacja z Koszalina. https://t.co/3mjRcSuUc5";FALSE;15;NA;2015-03-26 08:57:28;FALSE;NA;581017110639292417;NA;<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>;ogorekmagda;7;FALSE;FALSE;NA;NA;"Og?rek"
"@gazeta_wyborcza oni to maja obsesje!";FALSE;1;gazeta_wyborcza;2015-03-26 20:54:12;FALSE;581164921150279680;581197480160817153;19179390;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;Palikot_Janusz;0;FALSE;FALSE;20.9543066;52.1846369;"Palikot"
