"text";"favorited";"favoriteCount";"replyToSN";"created";"truncated";"replyToSID";"id";"replyToUID";"statusSource";"screenName";"retweetCount";"isRetweet";"retweeted";"longitude";"latitude";"lastname"
"Dla bezpieczenstwa Polski i NATO sprawa zasadnicza jest wzmacnianie jednosci i zdolnosci do reakcji Sojuszu oraz wzmacnianie wlasnej armii";FALSE;2;NA;2015-03-19 07:32:11;FALSE;NA;578458934199103488;NA;<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>;Komorowski;1;FALSE;FALSE;NA;NA;"Komorowski"
"Na wschód od granic UE toczy sie wojna i ten temat nie zniknie. Unia musi brac pod uwage zagrozenia na wschodzie i na poludniu Wspólnoty";FALSE;1;NA;2015-03-19 07:28:34;FALSE;NA;578458024190341120;NA;<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>;Komorowski;1;FALSE;FALSE;NA;NA;"Komorowski"
"Prawo od nowa! Rusza wielki bezprecedensowy przeglad nowego prawa. Niesamowite, rzad zauwazyl problem. http://t.co/AvZ782vscz";FALSE;10;NA;2015-03-19 07:54:26;FALSE;NA;578464533364224000;NA;<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>;ogorekmagda;8;FALSE;FALSE;NA;NA;"Og?rek"
"Poletko Pana P - Tunis  http://t.co/ssBQr3pT4t";FALSE;7;NA;2015-03-19 07:05:28;FALSE;NA;578452208406126592;NA;<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>;Palikot_Janusz;1;FALSE;FALSE;NA;NA;"Palikot"
"@no_kopaczan @katarynaaa @MikolajNowak Trudno by w kraju, w którym nie ceni sie kultury, rzadzacy cechowali sie kultura osobista...";FALSE;4;no_kopaczan;2015-03-19 20:30:01;FALSE;578653910090526720;578654681393688577;2963702422;<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>;PrezydentKukiz;2;FALSE;FALSE;NA;NA;"Kukiz"
"@ZaZdzislaw @Antyleming Zbieramy do konca, idziemy na rekord :)";FALSE;4;ZaZdzislaw;2015-03-19 20:17:04;FALSE;578649547624353792;578651421253447680;2276178979;<a href="http://tapbots.com/tweetbot" rel="nofollow">Tweetbot for i<U+039F>S</a>;PrezydentKukiz;1;FALSE;FALSE;NA;NA;"Kukiz"
"#PotrafiszPolsko zadbac o kulture? Nie tylko osobista... http://t.co/XrpJAudojQ";FALSE;65;NA;2015-03-19 19:51:24;FALSE;NA;578644963912769536;NA;<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>;PrezydentKukiz;33;FALSE;FALSE;NA;NA;"Kukiz"
"@hdmortimer Przed nami 6 tygodni kampani.";FALSE;1;hdmortimer;2015-03-19 19:14:18;FALSE;578634685074505728;578635628235132930;2232876144;<a href="http://tapbots.com/tweetbot" rel="nofollow">Tweetbot for i<U+039F>S</a>;PrezydentKukiz;0;FALSE;FALSE;NA;NA;"Kukiz"
"W poniedzialek pod PKW. Ja i Wy, bo to wspólny sukces! http://t.co/HxCsKwMOpB";FALSE;21;NA;2015-03-19 19:05:28;FALSE;NA;578633403773358080;NA;<a href="http://tapbots.com/tweetbot" rel="nofollow">Tweetbot for i<U+039F>S</a>;PrezydentKukiz;7;FALSE;FALSE;NA;NA;"Kukiz"
"Nie proscie mnie o komentarz slów Niesiolowskiego. Kabareciarzy lubi sie badz nie :)";FALSE;54;NA;2015-03-19 18:59:28;FALSE;NA;578631895229022208;NA;<a href="http://tapbots.com/tweetbot" rel="nofollow">Tweetbot for i<U+039F>S</a>;PrezydentKukiz;18;FALSE;FALSE;NA;NA;"Kukiz"
