"text";"favorited";"favoriteCount";"replyToSN";"created";"truncated";"replyToSID";"id";"replyToUID";"statusSource";"screenName";"retweetCount";"isRetweet";"retweeted";"longitude";"latitude";"lastname"
"W czwartek o 8:15 bede gosciem  Sygnalów dnia  @RadiowaJedynka Zapraszam do sluchania.";FALSE;3;NA;2015-03-18 21:47:23;FALSE;NA;578311763566964737;NA;<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>;Komorowski;3;FALSE;FALSE;NA;NA;"Komorowski"
"Nasza - polska, ale i NATO-wska, zachodnia - odp. na zmiane ros. doktryny jest wzmacnianie jednosci Zachodu i wlasnych mozliwosci obronnych.";FALSE;2;NA;2015-03-18 13:19:39;FALSE;NA;578183987304275968;NA;<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>;Komorowski;2;FALSE;FALSE;NA;NA;"Komorowski"
"Sprzyjam projektowi o Radzie Dialogu Spolecznego. Bede wspieral jak najszybsze wejscie ustawy w zycie.";FALSE;3;NA;2015-03-18 09:28:01;FALSE;NA;578125697090232320;NA;<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>;Komorowski;3;FALSE;FALSE;NA;NA;"Komorowski"
"@a_kondzinska :-)";FALSE;1;a_kondzinska;2015-03-18 20:17:21;FALSE;577969250461167616;578289107056615424;2816960497;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;AndrzejDuda;0;FALSE;FALSE;NA;NA;"Duda"
"Serdecznie dziekuje wszystkim Uczestnikom wczorajszego #DudaTweetup - w  realu  i na TT:-) http://t.co/qsLMMBjiZY";FALSE;115;NA;2015-03-18 10:13:39;FALSE;NA;578137178041122816;NA;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;AndrzejDuda;39;FALSE;FALSE;NA;NA;"Duda"
"@a_kondzinska Dziekuje:-)";FALSE;0;a_kondzinska;2015-03-18 01:58:17;FALSE;577969250461167616;578012516967657472;2816960497;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;AndrzejDuda;0;FALSE;FALSE;NA;NA;"Duda"
"Podzielajac ból po stracie najblizszych, skladam kondolencje Rodzinom ofiar ataku terrorystycznego w Tunisie.";FALSE;17;NA;2015-03-18 19:49:43;FALSE;NA;578282150983831553;NA;<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>;ogorekmagda;12;FALSE;FALSE;NA;NA;"Og?rek"
"Nie zawieszam kampanii, tylko nie moge uczestniczyc w niektórych wydarzeniach.";FALSE;23;NA;2015-03-18 12:49:13;FALSE;NA;578176329272676352;NA;<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>;ogorekmagda;23;FALSE;FALSE;NA;NA;"Og?rek"
"Mój program pozytywnie oceniany przez publicystów. Zwlaszcza sprawy mlodych i naprawy prawa. http://t.co/Kt0gLLd4y8";FALSE;12;NA;2015-03-18 09:27:29;FALSE;NA;578125559915376640;NA;<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>;ogorekmagda;4;FALSE;FALSE;NA;NA;"Og?rek"
"Obywatele sami zaczynaja tworzyc Gwardie Narodowa. Podkreslam w programie koniecznosc jej zorganizowania i nadzoru. http://t.co/csEOfCmtnq";FALSE;12;NA;2015-03-18 08:03:27;FALSE;NA;578104411605458945;NA;<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>;ogorekmagda;7;FALSE;FALSE;NA;NA;"Og?rek"
