"date";"portal";"title";"position";"link";"fontSize";"Nazwisko"
2015-03-16;http://www.wprost.pl/;Wpadki Komorowskiego na Twitterze. Powinien skupić się na Naszej Klasie;1;http://www.wprost.pl/ar/495661/Wpadki-Komorowskiego-na-Twitterze-Powinien-skupic-sie-na-Naszej-Klasie/;17;komorowski
2015-03-16;http://natemat.pl/;Co ma wspólnego Komorowski z Apple? Zagadka warta 850 mln;1;http://bartlomiejwalentynski.innpoland.pl/115863,kiedy-slonce-dzieki-ustawie-zaswieci;24;komorowski
2015-03-16;http://natemat.pl/;Bulterier znów podgryza. Kurski uderza w syna Komorowskiego;1;http://natemat.pl/136693,bulterier-powrocil-jacek-kurski-uderza-w-syna-bronislawa-komorowskiego;24;komorowski
2015-03-16;http://natemat.pl/;Komorowski i jego zywiol. W malych miasteczkach prezydent czuje sie jak ryba w wodzie;1;http://natemat.pl/136639,komorowski-i-jego-zywiol-podczas-spotkan-wyborczych-w-malych-miasteczkach-prezydent-czuje-sie-jak-ryba-w-wodzie;24;komorowski
2015-03-16;http://natemat.pl/;<U+2B06>Ataki Dudy splywaja po Komorowskim;1;http://natemat.pl/132313,barometr-wyborczy-natemat-zobacz-jak-dzisiaj-radzil-sobie-w-kampanii-bronislaw-komorowski;24;komorowski
2015-03-16;http://www.onet.pl/;Komorowski chce zmian ws. urlopów rodzicielskich;1;http://biznes.onet.pl/praca/komorowski-w-przyszlym-tygodniu-projekt-zmian-dot-urlopow-rodzicielskich/etbz7f;12;komorowski
2015-03-16;http://www.tvn24.pl/;Duda uderza w Komorowskiego satyrycznym spotem wyborczym;1;http://www.tvn24.plhttp://fakty.tvn24.pl/ogladaj-online,60/pis-kpi-z-komorowskiego-w-nowym-spocie,524365.html;14;komorowski
2015-03-16;http://natemat.pl/;Bronislaw Komorowski o przeciwnikach: Polityczni naciagacze. Rozdaja miliardy, których nie ma;1;http://natemat.pl/136649,prezydent-ostro-krytykuje-konkurencje-rozdaja-miliardy-ktorych-nie-ma;24;komorowski
2015-03-16;http://www.tvn24.pl/;Duda coraz silniejszy, topnieje przewaga Komorowskiego. Sondaz dla  Faktów  TVN;4;http://www.tvn24.pl/sondaz-prezydencki-dla-faktow-tvn,524725,s.html;46;duda
2015-03-16;http://natemat.pl/;Andrzej Duda pokazuje, ze jego kampania zabrnela w slepy zaulek;4;http://natemat.pl/136683,tyszkiewicz-o-muzeum-zgody-slaby-dowcip-jak-mowi-mlodziez-suchar-pokazuje-ze-kampania-dudy-zabrnela-w-slepy-zaulek;42;duda
2015-03-16;http://www.tvp.info/;„Trudno dodzwonic sie do Radia Maryja”. Jaroslaw z Warszawy o telefonie do Dudy;3;http://www.tvp.info/19275914/czesto-probowalem-sie-dodzwonic-do-radia-maryja-to-trudne-kaczynski-o-telefonicznych-pochwalach-dla-dudy;18;duda
2015-03-16;http://www.wprost.pl/;Sondaż: 46 proc. dla Komorowskiego, 31 proc. dla Dudy;3;http://www.wprost.pl/ar/498568/Sondaz-prezydencki-46-proc-dla-Komorowskiego-31-proc-dla-Dudy/;28;duda
2015-03-16;http://www.tvn24.pl/;Ogórek w fabryce zakretek, Kaczynski tlumaczy Dude;3;http://www.tvn24.pl/kampania-wyborcza-2015,524709,s.html;38;duda
2015-03-16;http://www.tvn24.pl/;Kaczynski o przeszlosci Dudy w Unii Wolnosci: to incydent;3;http://www.tvn24.pl/duda-w-unii-wolnosci-kaczynski-on-tego-nie-ukrywal,524620,s.html;38;duda
2015-03-16;http://www.gazeta.pl;Duda przebija 30 proc. Przewaga Komorowskiego jednak cały czas duża [NAJNOWSZY SONDAŻ];3;http://wiadomosci.gazeta.pl/wiadomosci/1,114871,17579233,Poparcie_dla_Dudy_rosnie__Komorowski_wygra_w_II_turze.html;20;duda
2015-03-16;http://www.gazeta.pl;Balcerowicz miażdży: SKOK-i to największa afera finansowa naszego sektora finansowego. A Duda na to?;3;http://www.tokfm.pl/Tokfm/1,103090,17575358,Balcerowicz_miazdzy___SKOK_i_to_najwieksza_afera_finansowa.html;20;duda
2015-03-16;http://www.dziennik.pl;Wielki skok Dudy! Najnowszy SONDAŻ daje mu drugą turę;3;http://wiadomosci.dziennik.pl/wybory-prezydenckie/artykuly/485479,komorowski-wygra-z-duda-dopiero-w-drugiej-turze-najnowszy-sondaz.html;28;duda
2015-03-16;http://www.newsweek.pl/;Poparcie dla Komorowskiego spada. Korzysta na tym Duda;3;http://polska.newsweek.pl/sondaz-poparcie-dla-komorowskiego-spada-drugi-duda-trzecia-ogorek,artykuly,359084,1.html;21;duda
2015-03-16;http://www.newsweek.pl/;4 informacje o Dudzie, których nie ma w gazetce PiS;3;http://polska.newsweek.pl/informacje-o-andrzeju-dudzie-ktorych-nie-podaje-pis,artykuly,359024,1.html;21;duda
2015-03-16;http://www.tvn24.pl/;Duda o konwencji antyprzemocowej: niebezpieczna i perfidna;3;http://www.tvn24.pl/konwencja-antyprzemocowa-duda-konwencja-niebezpieczna-i-perfidna,524325,s.html;38;duda
2015-03-16;http://www.tvn24.pl/;Duda uderza w Komorowskiego satyrycznym spotem wyborczym;3;http://fakty.tvn24.pl/ogladaj-online,60/pis-kpi-z-komorowskiego-w-nowym-spocie,524365.html;38;duda
2015-03-16;http://www.tvn24.pl/;Telefon z Kremla w spocie Dudy. Nalecz: wyglup, strzelanie ze stink granatów;3;http://www.tvn24.pl/telefon-z-kremla-w-spocie-dudy-nalecz-strzelanie-ze-stink-granatow,524296,s.html;38;duda
2015-03-16;http://www.wprost.pl/;Sondaż prezydencki: 46 proc. dla Komorowskiego, 31 proc. dla Dudy;2;http://www.wprost.pl/ar/498568/Sondaz-prezydencki-46-proc-dla-Komorowskiego-31-proc-dla-Dudy/;12;duda
2015-03-16;http://www.newsweek.pl/;4 informacje o Dudzie, których nie ma w gazetce PiS;2;http://polska.newsweek.pl/informacje-o-andrzeju-dudzie-ktorych-nie-podaje-pis,artykuly,359024,1.html;21;duda
2015-03-16;http://www.tvn24.pl/;Duda coraz silniejszy, topnieje przewaga Komorowskiego. Sondaz dla  Faktów  TVN;2;http://www.tvn24.pl/sondaz-prezydencki-dla-faktow-tvn,524725,s.html;14;duda
2015-03-16;http://www.tvn24.pl/;Ogórek w fabryce zakretek, Kaczynski tlumaczy Dude;2;http://www.tvn24.pl/ogorek-w-fabryce-zakretek-kaczynski-tlumaczy-dude,524709,s.html;14;duda
2015-03-16;http://www.tvn24.pl/;Kaczynski o przeszlosci Dudy w Unii Wolnosci: to incydent;2;http://www.tvn24.pl/kaczynski-o-przeszlosci-dudy-w-unii-wolnosci-to-incydent,524620,s.html;14;duda
2015-03-16;http://www.dziennik.pl;Newsweek  o teściu Dudy: Jest Żydem. Kaczyński odpowiada Lisowi;2;http://wiadomosci.dziennik.pl/polityka/artykuly/485474,newsweek-o-tesciu-dudy-zyd-kaczynski-odpowiada-lisowi.html;22;duda
2015-03-16;http://www.tvp.info/;„Trudno dodzwonic sie do Radia Maryja”. Jaroslaw z Warszawy o telefonie do Dudy;2;http://www.tvp.info.pl/19275914/czesto-probowalem-sie-dodzwonic-do-radia-maryja-to-trudne-kaczynski-o-telefonicznych-pochwalach-dla-dudy;18;duda
2015-03-16;http://wyborcza.pl/0,0.html?piano_d=1;Najnowszy sondaż: Komorowski bez zmian, Duda i Kukiz zyskują, Ogórek traci;2;http://wyborcza.pl/1,75478,17579184,Najnowszy_sondaz__Komorowski_bez_zmian__Duda_i_Kukiz.html;20;duda
2015-03-16;http://www.onet.pl/;Sztab Dudy wysmiewa Komorowskiego. Nowy spot;2;http://wiadomosci.onet.pl/kraj/nowy-spot-andrzeja-dudy-wysmiewa-bronislawa-komorowskiego/mhymfr;12;duda
2015-03-16;http://www.newsweek.pl/;Andrzej Duda byl dzialaczem Unii Wolnosci;2;http://polska.newsweek.pl/andrzej-duda-byl-dzialaczem-unii-wolnosci,artykuly,359002,1.html;21;duda
2015-03-16;http://www.newsweek.pl/;Ciupaga i niszczarka. Duda otwiera muzeum Komorowskiego;2;http://polska.newsweek.pl/wybory-prezydenckie-andrzej-duda-muzeum-otworzyl-zgody-komorowskiego,artykuly,358988,1.html;21;duda
2015-03-16;http://www.tvn24.pl/;Duda o konwencji antyprzemocowej: niebezpieczna i perfidna;2;http://www.tvn24.pl/duda-o-konwencji-antyprzemocowej-niebezpieczna-i-perfidna,524325,s.html;14;duda
2015-03-16;http://www.tvn24.pl/;Telefon z Kremla w spocie Dudy. Nalecz: wyglup, strzelanie ze stink granatów;2;http://www.tvn24.pl/telefon-z-kremla-w-spocie-dudy-nalecz-wyglup-strzelanie-ze-stink-granatow,524296,s.html;14;duda
2015-03-16;http://www.newsweek.pl/;Poparcie dla Komorowskiego spada. Korzysta na tym Duda;2;http://polska.newsweek.pl/sondaz-poparcie-dla-komorowskiego-spada-drugi-duda-trzecia-ogorek,artykuly,359084,1.html;21;duda
2015-03-16;http://www.wp.pl;Najnowsze badanie CBOS. Komorowski ma 52 proc. poparcia Duda 19 proc.;1;/kat,140394,title,Najnowsze-badanie-CBOS-Komorowski-ma-52-proc-poparcia-Duda-19-proc,wid,17350775,wiadomosc.html;18;duda
2015-03-16;http://www.tvn24.pl/;Ogórek w fabryce zakretek, Kaczynski tlumaczy Dude;1;http://www.tvn24.pl/kampania-wyborcza-2015,524709,s.html;14;duda
2015-03-16;http://www.tvn24.pl/;Kaczynski o przeszlosci Dudy w Unii Wolnosci: to incydent;1;http://www.tvn24.pl/duda-w-unii-wolnosci-kaczynski-on-tego-nie-ukrywal,524620,s.html;14;duda
2015-03-16;http://natemat.pl/;Duda pokazuje, ze kampania PiS zabrnela w slepy zaulek;1;http://natemat.pl/136683,tyszkiewicz-o-muzeum-zgody-slaby-dowcip-jak-mowi-mlodziez-suchar-pokazuje-ze-kampania-dudy-zabrnela-w-slepy-zaulek;24;duda
2015-03-16;http://natemat.pl/;Kretacz Duda;1;http://tomaszlis.natemat.pl/136613,kretacz-duda;24;duda
2015-03-16;http://natemat.pl/;Nalecz reaguje na spot Dudy: Prezydent nie odpowie wyglupem na wyglup;1;http://natemat.pl/136643,prof-nalecz-prezydent-nie-odpowie-wyglupem-na-wyglup-komentarze-po-spocie-osmieszajacym-komorowskiego;24;duda
2015-03-16;http://natemat.pl/;<U+2B06>Ataki Dudy splywaja po Komorowskim;1;http://natemat.pl/132313,barometr-wyborczy-natemat-zobacz-jak-dzisiaj-radzil-sobie-w-kampanii-bronislaw-komorowski;24;duda
2015-03-16;http://www.newsweek.pl/;SKOK,w,bok,Kandydat,Duda,jest,wzorem,etycznym,Podobnie,jak,inni,eurodeputowani,PiS;1;http://www.newsweek.pl/andrzej-duda-agent-cnoty,artykuly,358909,1,z.html;21;duda
2015-03-16;http://www.tvn24.pl/;Duda o konwencji antyprzemocowej: niebezpieczna i perfidna;1;http://www.tvn24.pl/konwencja-antyprzemocowa-duda-konwencja-niebezpieczna-i-perfidna,524325,s.html;14;duda
2015-03-16;http://www.tvn24.pl/;Duda uderza w Komorowskiego satyrycznym spotem wyborczym;1;http://www.tvn24.plhttp://fakty.tvn24.pl/ogladaj-online,60/pis-kpi-z-komorowskiego-w-nowym-spocie,524365.html;14;duda
2015-03-16;http://www.tvn24.pl/;Telefon z Kremla w spocie Dudy. Nalecz: wyglup, strzelanie ze stink granatów;1;http://www.tvn24.pl/telefon-z-kremla-w-spocie-dudy-nalecz-strzelanie-ze-stink-granatow,524296,s.html;14;duda
2015-03-16;http://natemat.pl/;Konwencja perfidnai niebezpieczna . Duda bardzo krytycznie o antyprzemocowym akcie;1;http://natemat.pl/136653,konwencja-jako-najwieksze-zlo-duda-bardzo-krytycznie-o-antyprzemocowym-akcie;24;duda
2015-03-16;http://natemat.pl/;Duda otwiera „Muzeum Komorowskiego”;1;http://natemat.pl/136557,andrzej-duda-punktuje-niespelnione-obietnice-prezydenta-i-otwiera-muzeum-komorowskiego;24;duda
2015-03-16;http://www.newsweek.pl/;Korwin-Mikke: To Amerykanie zdestabilizowali Ukraine;3;http://swiat.newsweek.pl/janusz-korwin-mikke-teorie-spiskowe-ameryka-chce-oslabic-rosje,artykuly,359188,1.html;21;korwin
2015-03-16;http://www.tvn24.pl/;Air Korwin One  wyladowal.  W nastepnych wyborach rakieta bedziemy latali;3;http://www.tvn24.pl/wideo/z-anteny/odlotowa-kampania-janusza-korwin-mikkego,1401996.html?playlist_id=18201;38;korwin
2015-03-16;http://www.onet.pl/;  Janusz Korwin-Mikke zrobil furore na wielkiej imprezie w katowickim Spodku. Zobacz, co zrobil ;3;http://gry.onet.pl/iem-katowice-2015-janusz-korwin-mikke-z-cosplayerka/y806mz;14;korwin
2015-03-16;http://www.tvn24.pl/;Korwin-Mikke ostrzega przed falszowaniem wyborów.  Moi ludzie wyjda na ulice;3;/wiadomosci-z-kraju,3/korwin-mikke-ostrzega-przed-falszowaniem-wyborow-moi-ludzie-wyjda-na-ulice,523365.html;38;korwin
2015-03-16;http://www.tvp.info/;Latajaca kampania. Air Korwin One rusza w niebo;2;http://www.tvp.info.plhttp://wiadomosci.tvp.pl/19278332/odlot;18;korwin
2015-03-16;http://www.wprost.pl/;Bohatersko przelecieliśmy przez Wisłę . Korwin-Mikke lata Air Korwin One;2;http://www.wprost.pl/ar/498578/Bohatersko-przelecielismy-przez-Wisle-Korwin-Mikke-lata-Air-Korwin-One/;12;korwin
2015-03-16;http://www.onet.pl/;Karolina Korwin Piotrowska: nie bedzie mi zaden klecha ani publicysta mówil, z kim mam spac;2;http://wiadomosci.onet.pl/wara-od-mojego-psa-i-mojego-lozka/jk31e2;12;korwin
2015-03-16;http://www.wp.pl;Janusz Korwin-Mikke: Polska marnuje to, czego się dorobiła;1;/kat,140394,title,Janusz-Korwin-Mikke-Polska-marnuje-to-czego-sie-dorobila,wid,17353007,wiadomosc.html;18;korwin
2015-03-16;http://www.onet.pl/;Nowa partia Korwin-Mikkego. Zaglosujecie na nia?;1;http://wiadomosci.onet.pl/tablica/nowa-partia-korwin-mikkego-zaglosujecie-na-nia,1668,1020088,153124061,watek.html;12;korwin
2015-03-16;http://www.tvn24.pl/;Air Korwin One  wyladowal.  W nastepnych wyborach rakieta bedziemy latali;1;http://www.tvn24.pl/wideo/z-anteny/odlotowa-kampania-janusza-korwin-mikkego,1401996.html?playlist_id=18201;14;korwin
2015-03-16;http://natemat.pl/;Gry polityczne. Korwin wsród przebieranców na Intel Extreme Masters;1;http://natemat.pl/136635,bitwa-o-autograf-korwin-mikke-wsrod-przebierancow-na-intel-extreme-masters-w-katowicach;24;korwin
2015-03-16;http://www.gazeta.pl;Podnieście głowy , leci wolność! JKM podbija Instagram;1;http://deser.pl/deser/56,111858,17577783,__Podniescie_glowy_do_gory__to_leci_wolnosc____Janusz.html;14;korwin
2015-03-16;http://www.onet.pl/;Korwin-Mikke: panstwo nie powinno wtracac sie w to, co obywatel je, pije i pali;1;http://wiadomosci.onet.pl/warszawa/korwin-mikke-w-legionowie-zapowiada-zmiane-konstytucji/12cm3r;12;korwin
2015-03-16;http://www.tvn24.pl/;Korwin-Mikke ostrzega przed falszowaniem wyborów.  Moi ludzie wyjda na ulice;1;http://www.tvn24.pl/wiadomosci-z-kraju,3/korwin-mikke-ostrzega-przed-falszowaniem-wyborow-moi-ludzie-wyjda-na-ulice,523365.html;14;korwin
2015-03-16;http://natemat.pl/;Pawel Kukiz zebral 100 tys. podpisów.  W piatek rejestruje sie jako kandydat na prezydenta;3;http://natemat.pl/136783,pawel-kukiz-zebral-100-000-podpisow-w-piatek-rejestruje-sie-jako-kandydat-na-prezydenta;24;kukiz
2015-03-16;http://wyborcza.pl/0,0.html?piano_d=1;Nowy sondaż Millward Brown dla  Faktów  TVN. Kukiz wyprzedza Magdalenę Ogórek;3;http://wyborcza.pl/1,75478,17579184,Najnowszy_sondaz__Komorowski_bez_zmian__Duda_i_Kukiz.html;19;kukiz
2015-03-16;http://natemat.pl/;Pawel Kukiz zebral 100 tys. podpisów.  W piatek rejestruje sie jako kandydat na prezydenta;2;http://natemat.pl/136783,pawel-kukiz-zebral-100-000-podpisow-w-piatek-rejestruje-sie-jako-kandydat-na-prezydenta;24;kukiz
2015-03-16;http://natemat.pl/;Kukiz nie ma zamiaru sie wycofywac;2;http://natemat.pl/136551,pawel-kukiz-zacheca-do-zbierania-podpisow-brakuje-ok-20-tys;24;kukiz
2015-03-16;http://wyborcza.pl/0,0.html?piano_d=1;Najnowszy sondaż: Komorowski bez zmian, Duda i Kukiz zyskują, Ogórek traci;2;http://wyborcza.pl/1,75478,17579184,Najnowszy_sondaz__Komorowski_bez_zmian__Duda_i_Kukiz.html;20;kukiz
2015-03-16;http://www.gazeta.pl;Paweł Kukiz chwali się, że udało mu się zebrać...;1;http://wiadomosci.gazeta.pl/wiadomosci/1,114912,17547192,Komorowski_w_trasie__bronkobusem___Duda_w_Strasburgu.html;14;kukiz
2015-03-16;http://www.gazeta.pl;Kukiz u rolników:  Co to za krzyki na Putina? Co to jest?;1;http://wiadomosci.gazeta.pl/wiadomosci/1,138764,17573061,Rolnicy_zapowiadaja_na_18_kwietnia_manifestacje_w.html;14;kukiz
2015-03-16;http://natemat.pl/;Jarubas: W „muzeum zgody” zamknalbym wszystkich kandydatów;1;http://natemat.pl/136661,adam-jarubas-w-muzeum-zgody-zamknalby-wszystkich-kandydatow;24;jarubas
2015-03-16;http://www.tvn24.pl/;Zakazany wyklad  Palikota poza murami uczelni;3;http://www.tvn24.pl/odwolany-wyklad-palikota-odbyl-sie-poza-murami-uczelni,524710,s.html;38;palikot
2015-03-16;http://wyborcza.pl/0,0.html?piano_d=1;UMCS odwołuje wykład Palikota.  Jedyny taki przypadek w Polsce;2;http://wyborcza.pl/1,75248,17575608,UMCS_odwoluje_wyklad_Palikota___Jedyny_taki_przypadek.html;20;palikot
2015-03-16;http://www.tvn24.pl/;Zakazany wyklad  Palikota poza murami uczelni;2;http://www.tvn24.pl/zakazany-wyklad-palikota-poza-murami-uczelni,524710,s.html;14;palikot
2015-03-16;http://www.wprost.pl/;Gdzie poszła kasa Palikota?;1;http://www.wprost.pl/ar/498397/Gdzie-poszla-kasa-Palikota/;17;palikot
2015-03-16;http://www.tvn24.pl/;Zakazany wyklad  Palikota poza murami uczelni;1;http://www.tvn24.pl/odwolany-wyklad-palikota-odbyl-sie-poza-murami-uczelni,524710,s.html;14;palikot
2015-03-17;http://www.tvn24.pl/;Topnieje przewaga Komorowskiego nad Duda. Kukiz przed Ogórek. Sondaz dla  Faktów  TVN;4;http://www.tvn24.pl/sondaz-prezydencki-dla-faktow-tvn,524725,s.html;46;komorowski
2015-03-17;http://www.wprost.pl/;Komorowski: Tu ginęli żołnierze radzieccy. Nałęcz: Kto to kwestionuje, jest propagandystą;4;http://www.wprost.pl/ar/498752/Komorowski-Tu-gineli-zolnierze-radzieccy-Nalecz-Kto-to-kwestionuje-jest-propagandysta/;35;komorowski
2015-03-17;http://www.wprost.pl/;Sondaż: 46 proc. dla Komorowskiego, 31 proc. dla Dudy;3;http://www.wprost.pl/ar/498568/Sondaz-prezydencki-46-proc-dla-Komorowskiego-31-proc-dla-Dudy/;28;komorowski
2015-03-17;http://www.gazeta.pl;Poparcie dla Dudy znów rośnie i przebija kolejną barierę. Komorowski na czele. Traci za to Ogórek;3;http://wiadomosci.gazeta.pl/wiadomosci/1,114871,17579233,Poparcie_dla_Dudy_rosnie__Komorowski_wygra_w_II_turze.html;20;komorowski
2015-03-17;http://www.tvn24.pl/;Duda coraz silniejszy, topnieje przewaga Komorowskiego;3;http://www.tvn24.pl/sondaz-prezydencki-dla-faktow-tvn,524725,s.html;38;komorowski
2015-03-17;http://www.wprost.pl/;Najnowszy sondaż: Komorowski wygra wybory prezydenckie, ale PiS bierze parlament;3;http://www.wprost.pl/ar/498696/Najnowszy-sondaz-Komorowski-wygra-wybory-prezydenckie-ale-PiS-bierze-parlament/;28;komorowski
2015-03-17;http://www.tvn24.pl/;Kampania nijaka, Komorowski rozczarowuje.  Jak sie postara, moze przegrac;3;http://www.tvn24.pl/cimoszewicz-jak-komorowski-sie-dobrze-postara-moze-przegrac,525145,s.html;38;komorowski
2015-03-17;http://www.tvn24.pl/;Duda coraz silniejszy, topnieje przewaga Komorowskiego. Sondaz dla  Faktów  TVN;3;/wiadomosci-z-kraju,3/duda-coraz-silniejszy-topnieje-przewaga-komorowskiego-sondaz-dla-faktow-tvn,524725.html;38;komorowski
2015-03-17;http://www.wprost.pl/;Sondaż prezydencki: 46 proc. dla Komorowskiego, 31 proc. dla Dudy;2;http://www.wprost.pl/ar/498568/Sondaz-prezydencki-46-proc-dla-Komorowskiego-31-proc-dla-Dudy/;12;komorowski
2015-03-17;http://www.tvn24.pl/;Duda coraz silniejszy, topnieje przewaga Komorowskiego. Sondaz dla  Faktów  TVN;2;http://www.tvn24.pl/sondaz-prezydencki-dla-faktow-tvn,524725,s.html;14;komorowski
2015-03-17;http://wyborcza.pl/0,0.html?piano_d=1;Najnowszy sondaż: Komorowski bez zmian, Duda i Kukiz zyskują;2;http://wyborcza.pl/1,75478,17579184,Najnowszy_sondaz__Komorowski_bez_zmian__Duda_i_Kukiz.html;20;komorowski
2015-03-17;http://www.tvn24.pl/;Duda coraz silniejszy, topnieje przewaga Komorowskiego;2;http://www.tvn24.pl/duda-coraz-silniejszy-topnieje-przewaga-komorowskiego,524725,s.html;14;komorowski
2015-03-17;http://www.wprost.pl/;Komorowski podpisze ustawę o in vitro?;2;http://www.wprost.pl/ar/498703/Komorowski-podpisze-ustawe-o-in-vitro/;12;komorowski
2015-03-17;http://www.wprost.pl/;Komorowski: Konwencja o przemocy wobec kobiet zgodna z konstytucją;2;http://www.wprost.pl/ar/498699/Komorowski-Konwencja-o-przemocy-wobec-kobiet-zgodna-z-konstytucja/;12;komorowski
2015-03-17;http://www.wprost.pl/;Najnowszy sondaż: Komorowski wygra wybory prezydenckie, ale PiS bierze parlament;2;http://www.wprost.pl/ar/498696/Najnowszy-sondaz-Komorowski-wygra-wybory-prezydenckie-ale-PiS-bierze-parlament/;12;komorowski
2015-03-17;http://www.wprost.pl/;Komorowski: Tu ginęli żołnierze radzieccy. Nałęcz: Kto to kwestionuje, jest propagandystą;2;http://www.wprost.pl/ar/498752/Komorowski-Tu-gineli-zolnierze-radzieccy-Nalecz-Kto-to-kwestionuje-jest-propagandysta/;12;komorowski
2015-03-17;http://www.dziennik.pl;Ciupaga symbolem zgody? Sztab PiS bije w Komorowskiego;2;http://wiadomosci.dziennik.pl/wybory-prezydenckie/galeria/485444,wybory-prezydenckie-2015-sztab-pis-bije-w-prezydenta-muzeum-zgody-im-bronislawa-komorowskiego.html;22;komorowski
2015-03-17;http://wyborcza.pl/0,0.html?piano_d=1;Prezydent Komorowski o Armii Czerwonej i PGR-ach;2;http://wyborcza.pl/1,75478,17582719,Prezydent_Komorowski_w_Kolobrzegu_i_Koszalinie__Wykorzystalismy.html;20;komorowski
