"date";"portal";"title";"position";"link";"fontSize";"Nazwisko"
2015-03-21;http://natemat.pl/;Duda kandydatem mlodych? W tej grupie prowadzi Komorowski, na trzecim miejscu Korwin-Mikke;4;http://natemat.pl/137353,duda-kandydatem-mlodych-w-tej-grupie-prowadzi-komorowski-na-trzecim-miejscu-korwin-mikke-sondaz;42;korwin
2015-03-21;http://natemat.pl/;Korwin-Mikke wieszczy koniec naszej cywilizacji: „Podbija nas muzulmanie lub wykupia Chinczycy”;3;http://natemat.pl/137301,janusz-korwin-mikke-wieszczy-koniec-naszej-cywilizacji-podbija-nas-muzulmanie-lub-wykupia-chinczycy;24;korwin
2015-03-21;http://natemat.pl/;Dziennikarka TVP, Korwin-Mikke i pytanie na podstawie tekstu z ASZdziennika;2;http://aszdziennik.pl/114609,dziennikarka-tvp-korwin-mikke-i-pytanie-na-podstawie-tekstu-z-aszdziennika-wideo;24;korwin
2015-03-21;http://www.onet.pl/;Nowy sondaz: PiS goni PO, KORWiN w Sejmie;2;http://polska.newsweek.pl/poparcie-dla-partii-politycznych-sondaz-newsweeka,artykuly,359410,1.html;12;korwin
2015-03-21;http://www.gazeta.pl;JKM w Zielonej G�rze: Zabiora nasze c�rki do harem�w;1;http://wiadomosci.gazeta.pl/wiadomosci/1,138764,17634690,Korwin_Mikke_w_Zielonej_Gorze__Zabiora_nasze_corki.html;14;korwin
2015-03-21;http://natemat.pl/;Korwin-Mikke wieszczy koniec naszej cywilizacji: �Podbija nas muzulmanie;1;http://natemat.pl/137301,janusz-korwin-mikke-wieszczy-koniec-naszej-cywilizacji-podbija-nas-muzulmanie-lub-wykupia-chinczycy;24;korwin
2015-03-21;http://natemat.pl/;Dziennikarka TVP, Korwin-Mikke i pytanie na podstawie tekstu z ASZdziennika;1;http://aszdziennik.pl/114609,dziennikarka-tvp-korwin-mikke-i-pytanie-na-podstawie-tekstu-z-aszdziennika-wideo;24;korwin
2015-03-21;http://www.wprost.pl/;Kukiz: Wysylajac bron Ukrainie mozemy najwyzej strzelic sobie w�kolano;2;http://www.wprost.pl/ar/499330/Kukiz-Wysylajac-bron-Ukrainie-mozemy-najwyzej-strzelic-sobie-w-kolano/;12;kukiz
2015-03-21;http://www.newsweek.pl/;Komorowski w I turze. Kukiz czarnym koniem wybor�w;2;http://polska.newsweek.pl/kto-wygra-wybory-prezydenckie-kukiz-czarnym-koniem-wyborow,artykuly,359357,1.html;21;kukiz
2015-03-21;http://www.wprost.pl/;Kukiz: Bez struktur, bez pieniedzy obudzil sie duch obywatelski;2;http://www.wprost.pl/ar/499425/Kukiz-Bez-struktur-bez-pieniedzy-obudzil-sie-duch-obywatelski/;12;kukiz
2015-03-21;http://natemat.pl/;Kamizelki kuloodporne zamiast broni. Kukiz przeciwko zbrojnej pomocy Ukraincom;2;http://natemat.pl/137295,kamizelki-kuloodporne-zamiast-broni-kukiz-przeciwko-zbrojnej-pomocy-ukraincom;24;kukiz
2015-03-21;http://www.wp.pl;Pawel Kukiz: wysylajac bron na Ukraine, strzelimy sobie w kolano;1;/kat,140394,title,Pawel-Kukiz-wysylajac-bron-na-Ukraine-strzelimy-sobie-w-kolano,wid,17371350,wiadomosc.html;18;kukiz
2015-03-21;http://natemat.pl/;Kamizelki kuloodporne zamiast broni. Kukiz przeciwko zbrojnej pomocy Ukraincom;1;http://natemat.pl/137295,kamizelki-kuloodporne-zamiast-broni-kukiz-przeciwko-zbrojnej-pomocy-ukraincom;24;kukiz
2015-03-21;http://www.tvp.info/;Tylko u nas   Jarubas rozczarowany  slowami Klopotka: od kolegi partyjnego oczekuje innej pomocy;2;http://www.tvp.info.pl/19333351/jarubas-rozczarowany-slowami-klopotka-od-kolegi-partyjnego-oczekuje-innej-pomocy;18;jarubas
2015-03-21;http://www.wprost.pl/;Klopotek krytykuje wyniki Jarubasa.  Oczekiwalem innej pomocy;2;http://www.wprost.pl/ar/499328/Klopotek-krytykuje-wyniki-Jarubasa-Oczekiwalem-innej-pomocy/;12;jarubas
2015-03-21;http://www.wprost.pl/;Jarubas: Wierze w�dwucyfrowy wynik;2;http://www.wprost.pl/ar/499438/Jarubas-Wierze-w-dwucyfrowy-wynik/;12;jarubas
2015-03-21;http://natemat.pl/;Palikot w spocie pokazuje swoja rodzine i wspólpracowników. A przy okazji lamie prawo;4;http://natemat.pl/137319,palikot-w-spocie-pokazuje-swoja-rodzine-i-wspolpracownikow-w-nowym-spocie-a-przy-okazji-lamie-prawo;42;palikot
2015-03-21;http://www.newsweek.pl/;Aktywny prezydent - Palikot zaprezentowal spot wyborczy;3;http://polska.newsweek.pl/spot-wyborczy-palikota-wybory-2015,artykuly,359551,1.html;21;palikot
2015-03-21;http://natemat.pl/;Palikot w spocie pokazuje swoja rodzine i wsp�lpracownik�w. Przy okazji lamie prawo;3;http://natemat.pl/137319,palikot-w-spocie-pokazuje-swoja-rodzine-i-wspolpracownikow-w-nowym-spocie-a-przy-okazji-lamie-prawo;24;palikot
2015-03-21;http://natemat.pl/;Palikot w spocie pokazuje swoja rodzine i wsp�lpracownik�w. Przy okazji lamie prawo;2;http://natemat.pl/137319,palikot-w-spocie-pokazuje-swoja-rodzine-i-wspolpracownikow-w-nowym-spocie-a-przy-okazji-lamie-prawo;24;palikot
2015-03-21;http://www.wprost.pl/;Gdzie poszla kasa Palikota?;1;http://www.wprost.pl/ar/498397/Gdzie-poszla-kasa-Palikota/;17;palikot
2015-03-21;http://www.gazeta.pl;Nowy spot Palikota.  Kosztowal ok. 200 tysiecy zlotych;1;http://wiadomosci.gazeta.pl/wiadomosci/1,143907,17636291,Wybory_prezydenckie_2015__Palikot_jezdzi_po_Polsce.html;14;palikot
2015-03-22;http://natemat.pl/;Duda kandydatem mlodych? W tej grupie prowadzi Komorowski, trzeci jest Korwin-Mikke;4;http://natemat.pl/137353,duda-kandydatem-mlodych-w-tej-grupie-prowadzi-komorowski-na-trzecim-miejscu-korwin-mikke-sondaz;42;komorowski
2015-03-22;http://natemat.pl/;Prezydent klamie w sprawie SKOK-ów? PiS uderza w Komorowskiego;4;http://natemat.pl/137373,prezydent-klamie-w-sprawie-skok-ow-pis-uderza-w-komorowskiego;42;komorowski
2015-03-22;http://natemat.pl/;Ukraina potrzebuje nowego Planu Marshalla. Komorowski w Brukseli krytykuje biernosc Zachodu;4;http://natemat.pl/137385,ukraina-potrzebuje-nowego-planu-marshalla-komorowski-w-brukseli-krytykuje-biernosc-zachodu;42;komorowski
2015-03-22;http://www.wprost.pl/;Sondaż: Większość młodych wybiera Komorowskiego;3;http://www.wprost.pl/ar/499456/Sondaz-Wiekszosc-mlodych-wybiera-Komorowskiego/;28;komorowski
2015-03-22;http://www.tvn24.pl/;Sondaz dla  Faktów  TVN: mlodzi wybieraja Komorowskiego;3;http://www.tvn24.pl/mlodzi-wybieraja-komorowskiego-sondaz-dla-faktow-tvn,526448,s.html;38;komorowski
2015-03-22;http://www.tvn24.pl/;Kownacki: Komorowski kontaktowal sie z Piotrem P.;3;http://www.tvn24.pl/komorowski-na-bankiecie-zdjecie-z-piotrem-p-kancelaria-sie-tlumaczy,526444,s.html;38;komorowski
2015-03-22;http://www.tvn24.pl/;Komorowski i jego  szogun  rozlozyli konkurencje na lopatki. Wybraliscie wideo tygodnia;3;/ciekawostki-michalki,5/komorowski-i-jego-szogun-rozlozyli-konkurencje-na-lopatki-wybraliscie-wideo-tygodnia,519514.html;38;komorowski
2015-03-22;http://wyborcza.pl/0,0.html?piano_d=1;Bronisław Komorowski - 48 procent. Andrzej Duda - 20 procent [SONDAŻ CBOS];3;http://wyborcza.pl/1,75478,17621064,Bronislaw_Komorowski___48_procent__Andrzej_Duda__.html;19;komorowski
2015-03-22;http://www.tvn24.pl/;Laczenie Komorowskiego z Piotrem P.   jak  stójka na dwunastnicy gesi;3;http://www.tvn24.pl/laczenie-komorowskiego-z-piotrem-p-jak-stojka-na-dwunastnicy-gesi,526551,s.html;38;komorowski
2015-03-22;http://www.tvn24.pl/;Komorowski: fundamenty naszego bezpieczenstwa sa powaznie nadwyrezone;3;http://www.tvn24.pl/komorowski-fundamenty-naszego-bezpieczenstwa-sa-powaznie-nadwyrezone,526525,s.html;38;komorowski
2015-03-22;http://www.wp.pl;Ranking najbogatszych prezydent�w w Europie. Komorowski w czol�wce!;3;http://www.money.pl/gospodarka/wiadomosci/artykul/wydatki-glow-panstw-ile-kosztuje-utrzymanie,247,0,1741303.html;21;komorowski
2015-03-22;http://www.wprost.pl/;Ranking zaufania do polityków. Na czele ciągle Bronisław Komorowski;3;http://www.wprost.pl/ar/499511/Ranking-zaufania-do-politykow-Na-czele-ciagle-Bronislaw-Komorowski/;28;komorowski
2015-03-22;http://www.wprost.pl/;Sondaż: Większość młodych wybiera Komorowskiego;2;http://www.wprost.pl/ar/499456/Sondaz-Wiekszosc-mlodych-wybiera-Komorowskiego/;12;komorowski
2015-03-22;http://www.tvn24.pl/;Kownacki: Komorowski kontaktowal sie z Piotrem P., kancelaria prezydenta zaprzecza;2;http://www.tvn24.pl/wiadomosci-z-kraju,3/kownacki-komorowski-kontaktowal-sie-z-piotrem-p-kancelaria-prezydenta-zaprzecza,526444.html;14;komorowski
2015-03-22;http://www.tvn24.pl/;Sondaz dla  Faktów  TVN: mlodzi wybieraja Komorowskiego;2;http://www.tvn24.pl/sondaz-dla-faktow-tvn-mlodzi-wybieraja-komorowskiego,526448,s.html;14;komorowski
2015-03-22;http://www.tvn24.pl/;Kownacki: Komorowski kontaktowal sie z Piotrem P.;2;http://www.tvn24.pl/kownacki-komorowski-kontaktowal-sie-z-piotrem-p,526444,s.html;14;komorowski
2015-03-22;http://www.wprost.pl/;Nieformalne spotkanie Komorowskiego z Tuskiem w Brukseli;2;http://www.wprost.pl/ar/499517/Nieformalne-spotkanie-Komorowskiego-z-Tuskiem-w-Brukseli/;12;komorowski
2015-03-22;http://www.wprost.pl/;Ranking zaufania do polityków. Na czele ciągle Bronisław Komorowski;2;http://www.wprost.pl/ar/499511/Ranking-zaufania-do-politykow-Na-czele-ciagle-Bronislaw-Komorowski/;12;komorowski
2015-03-22;http://www.tvn24.pl/;Laczenie Komorowskiego z Piotrem P. jak  stójka na dwunastnicy gesi;2;http://www.tvn24.pl/wiadomosci-z-kraju,3/laczenie-komorowskiego-z-piotrem-p-jak-stojka-na-dwunastnicy-gesi,526551.html;14;komorowski
2015-03-22;http://www.tvn24.pl/;Laczenie Komorowskiego z Piotrem P.   jak  stójka na dwunastnicy gesi;2;http://www.tvn24.pl/laczenie-komorowskiego-z-piotrem-p-jak-stojka-na-dwunastnicy-gesi,526551,s.html;14;komorowski
2015-03-22;http://www.tvn24.pl/;Komorowski: fundamenty naszego bezpieczenstwa sa powaznie nadwyrezone;2;http://www.tvn24.pl/komorowski-fundamenty-naszego-bezpieczenstwa-sa-powaznie-nadwyrezone,526525,s.html;14;komorowski
2015-03-22;http://natemat.pl/;Duda kandydatem mlodych? W tej grupie prowadzi Komorowski, trzeci jest Korwin-Mikke;2;http://natemat.pl/137353,duda-kandydatem-mlodych-w-tej-grupie-prowadzi-komorowski-na-trzecim-miejscu-korwin-mikke-sondaz;24;komorowski
2015-03-22;http://wyborcza.pl/0,0.html?piano_d=1;Komorowski: potrzebna jest strategia całego Zachodu wobec Rosji. Fundamenty naszego bezpieczeństwa są nadwyrężone;2;http://wyborcza.pl/1,75478,17638931,Komorowski__potrzebna_jest_strategia_calego_Zachodu.html;20;komorowski
2015-03-22;http://natemat.pl/;Prezydent klamie w sprawie SKOK-ów? PiS uderza w Komorowskiego;2;http://natemat.pl/137373,prezydent-klamie-w-sprawie-skok-ow-pis-uderza-w-komorowskiego;24;komorowski
2015-03-22;http://www.onet.pl/;Ile kosztuje nas utrzymanie Komorowskiego?;2;http://wiadomosci.onet.pl/kraj/ile-kosztuje-nas-bronislaw-komorowski/fpvzk0;12;komorowski
2015-03-22;http://www.tvn24.pl/;Komorowski w Belgii. Spotkal sie z Tuskiem i wreczyl odznaczenia;2;http://www.tvn24.pl/wiadomosci-z-kraju,3/komorowski-w-belgii-spotkal-sie-z-tuskiem-i-wreczyl-odznaczenia,526496.html;14;komorowski
2015-03-22;http://www.wprost.pl/;Komorowski: Tu ginęli żołnierze radzieccy. Nałęcz: Kto to kwestionuje, jest propagandystą;1;http://www.wprost.pl/ar/498752/Komorowski-Tu-gineli-zolnierze-radzieccy-Nalecz-Kto-to-kwestionuje-jest-propagandysta/;17;komorowski
2015-03-22;http://www.tvn24.pl/;Kownacki: Komorowski kontaktowal sie z Piotrem P.;1;http://www.tvn24.pl/komorowski-na-bankiecie-zdjecie-z-piotrem-p-kancelaria-sie-tlumaczy,526444,s.html;14;komorowski
2015-03-22;http://www.tvn24.pl/;Komorowski i jego  szogun  rozlozyli konkurencje na lopatki. Wybraliscie wideo tygodnia;1;http://www.tvn24.pl/ciekawostki-michalki,5/komorowski-i-jego-szogun-rozlozyli-konkurencje-na-lopatki-wybraliscie-wideo-tygodnia,519514.html;14;komorowski
2015-03-22;http://natemat.pl/;Prezydent nie pamieta dokumentów, które podpisywal . Gowin atakuje Komorowskiego;1;http://natemat.pl/137323,prezydent-nie-pamieta-dokumentow-ktore-podpisywal-gowin-atakuje-komorowskiego-w-zwiazku-z-konwencja;24;komorowski
2015-03-22;http://natemat.pl/;„Nie” dla euro i krytyka Komorowskiego. Nowy pomysl na kampanie Dudy;1;http://natemat.pl/137309,nie-dla-wprowadzenia-euro-i-krytyka-komorowskiego-andrzej-duda-z-nowym-pomyslem-na-kampanie;24;komorowski
2015-03-22;http://natemat.pl/;To oczywiste kogo wspieram . Tusk otwarcie poparl Bronislawa Komorowskiego;1;http://natemat.pl/137269,donald-tusk-otwarcie-poparl-kandydature-komorowskiego-to-oczywiste-kogo-wspieram;24;komorowski
2015-03-22;http://www.dziennik.pl;Komorowski: Zobowiązania przyjęte przez UE dotyczące sankcji wobec Rosji, będą wykonane;1;http://wiadomosci.dziennik.pl/polityka/artykuly/485904,komorowski-zobowiazania-przyjete-przez-ue-dotyczace-sankcji-wobec-rosji-beda-wykonane.html;12;komorowski
2015-03-22;http://www.dziennik.pl;Szczurek kontra Komorowski. Cicha wojna rządu z prezydentem;1;http://gospodarka.dziennik.pl/news/artykuly/485822,szczurek-kontra-komorowski-cicha-wojna-rzadu-z-prezydentem-ustawa-o-rozstrzyganiu-watpliwosci-na-korzysc-podatnikow.html;12;komorowski
2015-03-22;http://www.tvn24.pl/;Laczenie Komorowskiego z Piotrem P.   jak  stójka na dwunastnicy gesi;1;http://www.tvn24.pl/laczenie-komorowskiego-z-piotrem-p-jak-stojka-na-dwunastnicy-gesi,526551,s.html;14;komorowski
2015-03-22;http://www.tvn24.pl/;Komorowski: fundamenty naszego bezpieczenstwa sa powaznie nadwyrezone;1;http://www.tvn24.pl/komorowski-fundamenty-naszego-bezpieczenstwa-sa-powaznie-nadwyrezone,526525,s.html;14;komorowski
2015-03-22;http://natemat.pl/;Ukraina potrzebuje nowego Planu Marshalla. Komorowski w Brukseli krytykuje biernosc Zachodu;1;http://natemat.pl/137385,ukraina-potrzebuje-nowego-planu-marshalla-komorowski-w-brukseli-krytykuje-biernosc-zachodu;24;komorowski
2015-03-22;http://natemat.pl/;Duda kandydatem mlodych? W tej grupie prowadzi Komorowski, trzeci jest Korwin-Mikke;1;http://natemat.pl/137353,duda-kandydatem-mlodych-w-tej-grupie-prowadzi-komorowski-na-trzecim-miejscu-korwin-mikke-sondaz;24;komorowski
2015-03-22;http://natemat.pl/;Prezydent klamie w sprawie SKOK-ów? PiS uderza w Komorowskiego;1;http://natemat.pl/137373,prezydent-klamie-w-sprawie-skok-ow-pis-uderza-w-komorowskiego;24;komorowski
2015-03-22;http://www.gazeta.pl;Komorowski:  Zbyt długo łudziliśmy się co do Rosji;1;http://wiadomosci.gazeta.pl/wiadomosci/1,114871,17639055,Komorowski__W_swiecie_zachodnim_zbyt_dlugo_ludzono.html;14;komorowski
2015-03-22;http://www.tvn24.pl/;Sondaz dla  Faktów  TVN: mlodzi wybieraja Komorowskiego;1;http://www.tvn24.pl/mlodzi-wybieraja-komorowskiego-sondaz-dla-faktow-tvn,526448,s.html;14;komorowski
2015-03-22;http://natemat.pl/;Duda kandydatem mlodych? W tej grupie prowadzi Komorowski, trzeci jest Korwin-Mikke;4;http://natemat.pl/137353,duda-kandydatem-mlodych-w-tej-grupie-prowadzi-komorowski-na-trzecim-miejscu-korwin-mikke-sondaz;42;duda
2015-03-22;http://wyborcza.pl/0,0.html?piano_d=1;Bronisław Komorowski - 48 procent. Andrzej Duda - 20 procent [SONDAŻ CBOS];3;http://wyborcza.pl/1,75478,17621064,Bronislaw_Komorowski___48_procent__Andrzej_Duda__.html;19;duda
2015-03-22;http://natemat.pl/;Andrzej Duda zapowiada oredzie, w którym powie,  kto chce bronic polskich interesów;3;http://natemat.pl/137409,andrzej-duda-zapowiada-specjalne-oredzie-w-ktorym-powie-kto-chce-bronic-polskich-interesow;24;duda
2015-03-22;http://natemat.pl/;Andrzej Duda w Radiu Maryja;3;http://natemat.pl/136615,andrzej-duda-w-radiu-maryja-a-nagle-dzwoni-jaroslaw-z-warszawy-andrzej-jest-katolikiem-i-to-intensywnym;24;duda
2015-03-22;http://www.dziennik.pl;Euro w Polsce? Duda: Nie, póki nie będzie godnych zarobków;2;http://wiadomosci.dziennik.pl/wybory-prezydenckie/artykuly/485919,euro-w-polsce-juz-w-2016-andrzej-duda-pyta-prezydenta-o-plany.html;22;duda
2015-03-22;http://natemat.pl/;Duda kandydatem mlodych? W tej grupie prowadzi Komorowski, trzeci jest Korwin-Mikke;2;http://natemat.pl/137353,duda-kandydatem-mlodych-w-tej-grupie-prowadzi-komorowski-na-trzecim-miejscu-korwin-mikke-sondaz;24;duda
2015-03-22;http://www.tvp.info/;Barwy kampanii. Duda „na pieknym Podlasiu” walczy o glosy rolników, Korwin-Mikke obala socjalizm;2;http://www.tvp.info.pl/19361321/barwy-kampanii-duda-na-pieknym-podlasiu-walczy-o-glosy-rolnikow-korwinmikke-obala-socjalizm;18;duda
2015-03-22;http://www.wprost.pl/;Duda: Chciałbym, aby rola prezydenta jako arbitra była wreszcie realizowana;2;http://www.wprost.pl/ar/499564/Duda-Chcialbym-aby-rola-prezydenta-jako-arbitra-byla-wreszcie-realizowana/;12;duda
2015-03-22;http://natemat.pl/;„Nie” dla euro i krytyka Komorowskiego. Nowy pomysl na kampanie Dudy;1;http://natemat.pl/137309,nie-dla-wprowadzenia-euro-i-krytyka-komorowskiego-andrzej-duda-z-nowym-pomyslem-na-kampanie;24;duda
2015-03-22;http://www.wp.pl;Kandydat PiS na prezydenta Andrzej Duda przyjął zobowiązania wobec rolników i wsi;1;/kat,140394,title,Kandydat-PiS-na-prezydenta-Andrzej-Duda-przyjal-zobowiazania-wobec-rolnikow-i-wsi,wid,17375060,wiadomosc.html;18;duda
2015-03-22;http://natemat.pl/;Duda kandydatem mlodych? W tej grupie prowadzi Komorowski, trzeci jest Korwin-Mikke;1;http://natemat.pl/137353,duda-kandydatem-mlodych-w-tej-grupie-prowadzi-komorowski-na-trzecim-miejscu-korwin-mikke-sondaz;24;duda
2015-03-22;http://www.onet.pl/; TYLKO W ONECIE Zapytalismy Aleksandra Kwasniewskiego, czy zaglosuje na Magdalene Ogórek. Co odpowiedzial?  ;3;http://biznes.pl/kraj/jezeli-bedzie-druga-tura-spelni-sie-marzenie-b-komorowskiego/mp5yk8;14;ogorek
2015-03-22;http://natemat.pl/;Magdalena Ogórek;3;http://magdalenaogorek.natemat.pl/;24;ogorek
2015-03-22;http://natemat.pl/;Magdalena Ogórek;2;http://magdalenaogorek.natemat.pl/;24;ogorek
2015-03-22;http://natemat.pl/;Kandydaci na prezydenta jako postaci w Baldurs Gate. Zobacz Broncoma, Kroola, Magdalene i innych;1;http://aszdziennik.pl/114613,gdyby-kandydaci-na-prezydenta-byli-postaciami-w-baldur-s-gate-zobacz-bron-coma-kroola-magdalene-i-innych;24;ogorek
2015-03-22;http://natemat.pl/;Duda kandydatem mlodych? W tej grupie prowadzi Komorowski, trzeci jest Korwin-Mikke;4;http://natemat.pl/137353,duda-kandydatem-mlodych-w-tej-grupie-prowadzi-komorowski-na-trzecim-miejscu-korwin-mikke-sondaz;42;korwin
2015-03-22;http://natemat.pl/;JKM zmienia Air Korwin One na Tram Korwin One, a kolejny kandydat rezygnuje ze startu na rzecz prezesa;3;http://natemat.pl/137369,jkm-zmienia-air-korwin-one-na-tram-korwin-one-kolejny-kandydat-rezygnuje-ze-startu-na-rzecz-prezesa;24;korwin
2015-03-22;http://natemat.pl/;Duda kandydatem mlodych? W tej grupie prowadzi Komorowski, trzeci jest Korwin-Mikke;2;http://natemat.pl/137353,duda-kandydatem-mlodych-w-tej-grupie-prowadzi-komorowski-na-trzecim-miejscu-korwin-mikke-sondaz;24;korwin
2015-03-22;http://www.tvp.info/;Barwy kampanii. Duda „na pieknym Podlasiu” walczy o glosy rolników, Korwin-Mikke obala socjalizm;2;http://www.tvp.info.pl/19361321/barwy-kampanii-duda-na-pieknym-podlasiu-walczy-o-glosy-rolnikow-korwinmikke-obala-socjalizm;18;korwin
2015-03-22;http://natemat.pl/;Korwin-Mikke wieszczy koniec naszej cywilizacji: „Podbija nas muzulmanie;1;http://natemat.pl/137301,janusz-korwin-mikke-wieszczy-koniec-naszej-cywilizacji-podbija-nas-muzulmanie-lub-wykupia-chinczycy;24;korwin
2015-03-22;http://natemat.pl/;Dziennikarka TVP, Korwin-Mikke i pytanie na podstawie tekstu z ASZdziennika;1;http://aszdziennik.pl/114609,dziennikarka-tvp-korwin-mikke-i-pytanie-na-podstawie-tekstu-z-aszdziennika-wideo;24;korwin
2015-03-22;http://natemat.pl/;Duda kandydatem mlodych? W tej grupie prowadzi Komorowski, trzeci jest Korwin-Mikke;1;http://natemat.pl/137353,duda-kandydatem-mlodych-w-tej-grupie-prowadzi-komorowski-na-trzecim-miejscu-korwin-mikke-sondaz;24;korwin
2015-03-22;http://natemat.pl/;Zmiana Air Korwin One na Tram Korwin One, a kolejny kandydat oddaje prezesowi swoje glosy;1;http://natemat.pl/137369,jkm-zmienia-air-korwin-one-na-tram-korwin-one-kolejny-kandydat-rezygnuje-ze-startu-na-rzecz-prezesa;24;korwin
2015-03-22;http://natemat.pl/;Rojek, Muniek i Kazik jako „misiowie rocknrollowi . Sympatycy Kukiza atakuja polskich artystów;3;http://natemat.pl/137379,muniek-i-kazik-jako-misiowie-rock-n-drollowi-sympatycy-kukiza-atakuja-innych-polskich-artystow;24;kukiz
2015-03-22;http://wyborcza.pl/0,0.html?piano_d=1;Kukiz triumfuje. Miał nie zebrać 100 tys. podpisów, ma dwa razy tyle;2;http://wyborcza.pl/1,75248,17638932,Kukiz_triumfuje__Mial_nie_zebrac_100_tys__podpisow_.html;20;kukiz
2015-03-22;http://natemat.pl/;Kamizelki kuloodporne zamiast broni. Kukiz przeciwko zbrojnej pomocy Ukraincom;1;http://natemat.pl/137295,kamizelki-kuloodporne-zamiast-broni-kukiz-przeciwko-zbrojnej-pomocy-ukraincom;24;kukiz
2015-03-22;http://www.gazeta.pl;Kukiz tryumfuje. Miał nie zebrać 100 tys. podpisów, a już ma... dwa razy tyle;1;http://wiadomosci.gazeta.pl/wiadomosci/1,138764,17638932,Kukiz_tryumfuje__Mial_nie_zebrac_100_tys__podpisow_.html;14;kukiz
2015-03-22;http://natemat.pl/;Rojek, Muniek i Kazik jako „misiowie rocknrollowi . Sympatycy Kukiza atakuja polskich artystów;1;http://natemat.pl/137379,muniek-i-kazik-jako-misiowie-rock-n-drollowi-sympatycy-kukiza-atakuja-innych-polskich-artystow;24;kukiz
2015-03-22;http://www.wprost.pl/;Jarubas: Boimy się, że przez umowę między USA a UE stracą polscy rolnicy;2;http://www.wprost.pl/ar/499565/Jarubas-Boimy-sie-ze-przez-umowe-miedzy-USA-a-UE-straca-polscy-rolnicy/;12;jarubas
2015-03-22;http://www.newsweek.pl/;Aktywny prezydent - Palikot zaprezentowal spot wyborczy;3;http://polska.newsweek.pl/spot-wyborczy-palikota-wybory-2015,artykuly,359551,1.html;21;palikot
2015-03-22;http://natemat.pl/;Palikot w spocie pokazuje swoja rodzine i wspólpracowników. Przy okazji lamie prawo;2;http://natemat.pl/137319,palikot-w-spocie-pokazuje-swoja-rodzine-i-wspolpracownikow-w-nowym-spocie-a-przy-okazji-lamie-prawo;24;palikot
2015-03-22;http://www.newsweek.pl/;Aktywny prezydent - Palikot zaprezentowal spot wyborczy;2;http://polska.newsweek.pl/spot-wyborczy-palikota-wybory-2015,artykuly,359551,1.html;21;palikot
2015-03-22;http://www.wprost.pl/;Gdzie poszła kasa Palikota?;1;http://www.wprost.pl/ar/498397/Gdzie-poszla-kasa-Palikota/;17;palikot
2015-03-22;http://natemat.pl/;Palikot w spocie pokazuje swoja rodzine i wspólpracowników. Przy okazji lamie prawo;1;http://natemat.pl/137319,palikot-w-spocie-pokazuje-swoja-rodzine-i-wspolpracownikow-w-nowym-spocie-a-przy-okazji-lamie-prawo;24;palikot
2015-03-23;http://www.newsweek.pl/;Najgorszy wynik Komorowskiego od poczatku kampanii;4;http://polska.newsweek.pl/sondaz-tns-najgorszy-wynik-komorowskiego-od-poczatku-kampanii,artykuly,359644,1.html;21;komorowski
2015-03-23;http://www.tvn24.pl/;Komorowski i jego  szogun  rozlozyli konkurencje na lopatki. Wybraliscie wideo tygodnia;3;/ciekawostki-michalki,5/komorowski-i-jego-szogun-rozlozyli-konkurencje-na-lopatki-wybraliscie-wideo-tygodnia,519514.html;38;komorowski
2015-03-23;http://www.wp.pl;Ranking najbogatszych prezydent�w w Europie. Komorowski w czol�wce!;3;http://www.money.pl/gospodarka/wiadomosci/artykul/wydatki-glow-panstw-ile-kosztuje-utrzymanie,247,0,1741303.html;21;komorowski
2015-03-23;http://natemat.pl/;Nowy spot prezydenta Komorowskiego. Siegnal po... krzeslo, by pokazac polski radykalizm;3;http://natemat.pl/137443,nowy-spot-bronislawa-komorowskiego-prezydent-siegnal-po-krzeslo;24;komorowski
2015-03-23;http://wyborcza.pl/0,0.html?piano_d=1;Nowy spot Komorowskiego:  Chcemy Polski racjonalnej, a nie radykalnej;3;http://wyborcza.pl/1,75478,17642593,Komorowski_przedstawil_nowy_spot_wyborczy___Chcemy.html;19;komorowski
2015-03-23;http://www.wprost.pl/;CBOS: Polacy pozytywnie oceniają jedynie Komorowskiego;3;http://www.wprost.pl/ar/499643/CBOS-Placy-pozytywnie-oceniaja-jedynie-Komorowskiego/;28;komorowski
2015-03-23;http://www.tvn24.pl/;Duda mocno zyskuje, Komorowski nadal traci;3;http://www.tvn24.pl/wybory-prezydenckie-sondaz-tns-polska-marzec-2015,526900,s.html;38;komorowski
2015-03-23;http://www.dziennik.pl;Słynne krzesło użyte w spocie wyborczym Komorowskiego. WIDEO;3;http://wiadomosci.dziennik.pl/wybory-prezydenckie/artykuly/486086,wybierzmy-polske-racjonalna-nowy-spot-bronislawa-komorowskiego.html;28;komorowski
2015-03-23;http://www.newsweek.pl/;Najgorszy wynik Komorowskiego od poczatku kampanii;3;http://polska.newsweek.pl/sondaz-tns-najgorszy-wynik-komorowskiego-od-poczatku-kampanii,artykuly,359644,1.html;21;komorowski
2015-03-23;http://www.gazeta.pl;Nicolas Sarkozy triumfuje. Dotkliwa porażka ugrupowania prezydenta Hollandea;1;http://wiadomosci.gazeta.pl/wiadomosci/1,114871,17641728,Nicolas_Sarkozy_triumfuje__Jego_partia_zwycieza_w.html#BoxNewsLink
